,statement,label,city,country,correct_country,question,question_with_answer
7504,The city of Hapur is in India.,1,Hapur,India,India,In which country is the city of Hapur located?,In which country is the city of Hapur located? India.
7505,The city of Piriyapatna is in India.,1,Piriyapatna,India,India,In which country is the city of Piriyapatna located?,In which country is the city of Piriyapatna located? India.
7506,The city of San Pedro Buenavista is in Mexico.,1,San Pedro Buenavista,Mexico,Mexico,In which country is the city of San Pedro Buenavista located?,In which country is the city of San Pedro Buenavista located? Mexico.
7507,The city of Era is in Italy.,1,Era,Italy,Italy,In which country is the city of Era located?,In which country is the city of Era located? Italy.
7508,The city of Donja Mahala is in Bosnia and Herzegovina.,1,Donja Mahala,Bosnia and Herzegovina,Bosnia and Herzegovina,In which country is the city of Donja Mahala located?,In which country is the city of Donja Mahala located? Bosnia and Herzegovina.
7509,The city of Pridraga is in Croatia.,1,Pridraga,Croatia,Croatia,In which country is the city of Pridraga located?,In which country is the city of Pridraga located? Croatia.
7510,The city of Saint-Valery-en-Caux is in France.,1,Saint-Valery-en-Caux,France,France,In which country is the city of Saint-Valery-en-Caux located?,In which country is the city of Saint-Valery-en-Caux located? France.
7511,The city of Montbeliard is in France.,1,Montbeliard,France,France,In which country is the city of Montbeliard located?,In which country is the city of Montbeliard located? France.
7512,The city of Sannois is in France.,1,Sannois,France,France,In which country is the city of Sannois located?,In which country is the city of Sannois located? France.
7513,The city of Bevagna is in Italy.,1,Bevagna,Italy,Italy,In which country is the city of Bevagna located?,In which country is the city of Bevagna located? Italy.
7514,The city of Luneville is in France.,1,Luneville,France,France,In which country is the city of Luneville located?,In which country is the city of Luneville located? France.
7515,The city of Barbacha is in Algeria.,1,Barbacha,Algeria,Algeria,In which country is the city of Barbacha located?,In which country is the city of Barbacha located? Algeria.
7516,The city of Spera is in Italy.,1,Spera,Italy,Italy,In which country is the city of Spera located?,In which country is the city of Spera located? Italy.
7517,The city of Mhlume is in Swaziland.,1,Mhlume,Swaziland,Swaziland,In which country is the city of Mhlume located?,In which country is the city of Mhlume located? Swaziland.
7518,The city of Tintigny is in Belgium.,1,Tintigny,Belgium,Belgium,In which country is the city of Tintigny located?,In which country is the city of Tintigny located? Belgium.
7519,The city of Sivita is in Romania.,1,Sivita,Romania,Romania,In which country is the city of Sivita located?,In which country is the city of Sivita located? Romania.
7520,The city of Lyefjell is in Norway.,1,Lyefjell,Norway,Norway,In which country is the city of Lyefjell located?,In which country is the city of Lyefjell located? Norway.
7521,The city of Sankt Anton im Montafon is in Austria.,1,Sankt Anton im Montafon,Austria,Austria,In which country is the city of Sankt Anton im Montafon located?,In which country is the city of Sankt Anton im Montafon located? Austria.
7522,The city of Bikin is in Russian Federation.,1,Bikin,Russian Federation,Russian Federation,In which country is the city of Bikin located?,In which country is the city of Bikin located? Russian Federation.
7523,"The city of Suwon is in Korea, Republic of.",1,Suwon,"Korea, Republic of","Korea, Republic of",In which country is the city of Suwon located?,"In which country is the city of Suwon located? Korea, Republic of."
7524,The city of Talshik is in Kazakhstan.,1,Talshik,Kazakhstan,Kazakhstan,In which country is the city of Talshik located?,In which country is the city of Talshik located? Kazakhstan.
7525,The city of Shul'gin Log is in Russian Federation.,1,Shul'gin Log,Russian Federation,Russian Federation,In which country is the city of Shul'gin Log located?,In which country is the city of Shul'gin Log located? Russian Federation.
7526,The city of Volodymyrivka is in Ukraine.,1,Volodymyrivka,Ukraine,Ukraine,In which country is the city of Volodymyrivka located?,In which country is the city of Volodymyrivka located? Ukraine.
7527,The city of Vyksa is in Russian Federation.,1,Vyksa,Russian Federation,Russian Federation,In which country is the city of Vyksa located?,In which country is the city of Vyksa located? Russian Federation.
7528,The city of Sewanee is in United States.,1,Sewanee,United States,United States,In which country is the city of Sewanee located?,In which country is the city of Sewanee located? United States.
7529,The city of Livingstone is in Zambia.,1,Livingstone,Zambia,Zambia,In which country is the city of Livingstone located?,In which country is the city of Livingstone located? Zambia.
7530,The city of Desford is in United Kingdom.,1,Desford,United Kingdom,United Kingdom,In which country is the city of Desford located?,In which country is the city of Desford located? United Kingdom.
7531,The city of Caslino d'Erba is in Italy.,1,Caslino d'Erba,Italy,Italy,In which country is the city of Caslino d'Erba located?,In which country is the city of Caslino d'Erba located? Italy.
7532,The city of Longfosse is in France.,1,Longfosse,France,France,In which country is the city of Longfosse located?,In which country is the city of Longfosse located? France.
7533,The city of Schwarzhofen is in Germany.,1,Schwarzhofen,Germany,Germany,In which country is the city of Schwarzhofen located?,In which country is the city of Schwarzhofen located? Germany.
7534,The city of Cullhuas is in Peru.,1,Cullhuas,Peru,Peru,In which country is the city of Cullhuas located?,In which country is the city of Cullhuas located? Peru.
7535,The city of Zhawa is in China.,1,Zhawa,China,China,In which country is the city of Zhawa located?,In which country is the city of Zhawa located? China.
7536,The city of Mosfiloti is in Cyprus.,1,Mosfiloti,Cyprus,Cyprus,In which country is the city of Mosfiloti located?,In which country is the city of Mosfiloti located? Cyprus.
7537,The city of Pinotepa de Don Luis is in Mexico.,1,Pinotepa de Don Luis,Mexico,Mexico,In which country is the city of Pinotepa de Don Luis located?,In which country is the city of Pinotepa de Don Luis located? Mexico.
7538,The city of Juan L. Lacaze is in Uruguay.,1,Juan L. Lacaze,Uruguay,Uruguay,In which country is the city of Juan L. Lacaze located?,In which country is the city of Juan L. Lacaze located? Uruguay.
7539,The city of Kagumo is in Kenya.,1,Kagumo,Kenya,Kenya,In which country is the city of Kagumo located?,In which country is the city of Kagumo located? Kenya.
7540,The city of 's-Gravenzande is in Netherlands.,1,'s-Gravenzande,Netherlands,Netherlands,In which country is the city of 's-Gravenzande located?,In which country is the city of 's-Gravenzande located? Netherlands.
7541,The city of Lowick is in United Kingdom.,1,Lowick,United Kingdom,United Kingdom,In which country is the city of Lowick located?,In which country is the city of Lowick located? United Kingdom.
7542,The city of Saint-Georges-sur-Eure is in France.,1,Saint-Georges-sur-Eure,France,France,In which country is the city of Saint-Georges-sur-Eure located?,In which country is the city of Saint-Georges-sur-Eure located? France.
7543,The city of Kalkie is in Australia.,1,Kalkie,Australia,Australia,In which country is the city of Kalkie located?,In which country is the city of Kalkie located? Australia.
7544,The city of Bad Rappenau is in Germany.,1,Bad Rappenau,Germany,Germany,In which country is the city of Bad Rappenau located?,In which country is the city of Bad Rappenau located? Germany.
7545,The city of Porto Novo is in Cape Verde.,1,Porto Novo,Cape Verde,Cape Verde,In which country is the city of Porto Novo located?,In which country is the city of Porto Novo located? Cape Verde.
7546,The city of Hokendauqua is in United States.,1,Hokendauqua,United States,United States,In which country is the city of Hokendauqua located?,In which country is the city of Hokendauqua located? United States.
7547,The city of Mount Vista is in United States.,1,Mount Vista,United States,United States,In which country is the city of Mount Vista located?,In which country is the city of Mount Vista located? United States.
7548,The city of Valdeganga is in Spain.,1,Valdeganga,Spain,Spain,In which country is the city of Valdeganga located?,In which country is the city of Valdeganga located? Spain.
7549,The city of Pesac is in Romania.,1,Pesac,Romania,Romania,In which country is the city of Pesac located?,In which country is the city of Pesac located? Romania.
7550,The city of Montalto Dora is in Italy.,1,Montalto Dora,Italy,Italy,In which country is the city of Montalto Dora located?,In which country is the city of Montalto Dora located? Italy.
7551,The city of Opperdoes is in Netherlands.,1,Opperdoes,Netherlands,Netherlands,In which country is the city of Opperdoes located?,In which country is the city of Opperdoes located? Netherlands.
7552,The city of Colmurano is in Italy.,1,Colmurano,Italy,Italy,In which country is the city of Colmurano located?,In which country is the city of Colmurano located? Italy.
7553,The city of Przechlewo is in Poland.,1,Przechlewo,Poland,Poland,In which country is the city of Przechlewo located?,In which country is the city of Przechlewo located? Poland.
7554,The city of Santa Maria Lachixio is in Mexico.,1,Santa Maria Lachixio,Mexico,Mexico,In which country is the city of Santa Maria Lachixio located?,In which country is the city of Santa Maria Lachixio located? Mexico.
7555,The city of Petone is in New Zealand.,1,Petone,New Zealand,New Zealand,In which country is the city of Petone located?,In which country is the city of Petone located? New Zealand.
7556,The city of Remontnoye is in Russian Federation.,1,Remontnoye,Russian Federation,Russian Federation,In which country is the city of Remontnoye located?,In which country is the city of Remontnoye located? Russian Federation.
7557,The city of Bougara is in Algeria.,1,Bougara,Algeria,Algeria,In which country is the city of Bougara located?,In which country is the city of Bougara located? Algeria.
7558,The city of Aiquile is in Bolivia.,1,Aiquile,Bolivia,Bolivia,In which country is the city of Aiquile located?,In which country is the city of Aiquile located? Bolivia.
7559,The city of Cacongo is in Angola.,1,Cacongo,Angola,Angola,In which country is the city of Cacongo located?,In which country is the city of Cacongo located? Angola.
7560,The city of Bangofla is in Côte d'Ivoire.,1,Bangofla,Côte d'Ivoire,Côte d'Ivoire,In which country is the city of Bangofla located?,In which country is the city of Bangofla located? Côte d'Ivoire.
7561,The city of Chotepe is in Honduras.,1,Chotepe,Honduras,Honduras,In which country is the city of Chotepe located?,In which country is the city of Chotepe located? Honduras.
7562,The city of Roulans is in France.,1,Roulans,France,France,In which country is the city of Roulans located?,In which country is the city of Roulans located? France.
7563,The city of Calatayud is in Spain.,1,Calatayud,Spain,Spain,In which country is the city of Calatayud located?,In which country is the city of Calatayud located? Spain.
7564,The city of Bouffemont is in France.,1,Bouffemont,France,France,In which country is the city of Bouffemont located?,In which country is the city of Bouffemont located? France.
7565,The city of Cuerva is in Spain.,1,Cuerva,Spain,Spain,In which country is the city of Cuerva located?,In which country is the city of Cuerva located? Spain.
7566,The city of East Wenatchee is in United States.,1,East Wenatchee,United States,United States,In which country is the city of East Wenatchee located?,In which country is the city of East Wenatchee located? United States.
7567,The city of Ckyne is in Czech Republic.,1,Ckyne,Czech Republic,Czech Republic,In which country is the city of Ckyne located?,In which country is the city of Ckyne located? Czech Republic.
7568,The city of Mbohouin is in Côte d'Ivoire.,1,Mbohouin,Côte d'Ivoire,Côte d'Ivoire,In which country is the city of Mbohouin located?,In which country is the city of Mbohouin located? Côte d'Ivoire.
7569,The city of Bocaiuva is in Brazil.,1,Bocaiuva,Brazil,Brazil,In which country is the city of Bocaiuva located?,In which country is the city of Bocaiuva located? Brazil.
7570,The city of Kollbrunn / Kollbrunn (Dorfkern) is in Switzerland.,1,Kollbrunn / Kollbrunn (Dorfkern),Switzerland,Switzerland,In which country is the city of Kollbrunn / Kollbrunn (Dorfkern) located?,In which country is the city of Kollbrunn / Kollbrunn (Dorfkern) located? Switzerland.
7571,The city of Brigg is in United Kingdom.,1,Brigg,United Kingdom,United Kingdom,In which country is the city of Brigg located?,In which country is the city of Brigg located? United Kingdom.
7572,The city of Hudson Lake is in United States.,1,Hudson Lake,United States,United States,In which country is the city of Hudson Lake located?,In which country is the city of Hudson Lake located? United States.
7573,The city of Allerheiligen bei Wildon is in Austria.,1,Allerheiligen bei Wildon,Austria,Austria,In which country is the city of Allerheiligen bei Wildon located?,In which country is the city of Allerheiligen bei Wildon located? Austria.
7574,The city of Mhasla is in India.,1,Mhasla,India,India,In which country is the city of Mhasla located?,In which country is the city of Mhasla located? India.
7575,The city of Soto la Marina is in Mexico.,1,Soto la Marina,Mexico,Mexico,In which country is the city of Soto la Marina located?,In which country is the city of Soto la Marina located? Mexico.
7576,The city of Cirauqui is in Spain.,1,Cirauqui,Spain,Spain,In which country is the city of Cirauqui located?,In which country is the city of Cirauqui located? Spain.
7577,The city of Riachuelo is in Argentina.,1,Riachuelo,Argentina,Argentina,In which country is the city of Riachuelo located?,In which country is the city of Riachuelo located? Argentina.
7578,The city of Morana is in Spain.,1,Morana,Spain,Spain,In which country is the city of Morana located?,In which country is the city of Morana located? Spain.
7579,The city of Lop Buri is in Thailand.,1,Lop Buri,Thailand,Thailand,In which country is the city of Lop Buri located?,In which country is the city of Lop Buri located? Thailand.
7580,The city of Certeju de Sus is in Romania.,1,Certeju de Sus,Romania,Romania,In which country is the city of Certeju de Sus located?,In which country is the city of Certeju de Sus located? Romania.
7581,The city of East Palo Alto is in United States.,1,East Palo Alto,United States,United States,In which country is the city of East Palo Alto located?,In which country is the city of East Palo Alto located? United States.
7582,The city of Donji Dobric is in Serbia.,1,Donji Dobric,Serbia,Serbia,In which country is the city of Donji Dobric located?,In which country is the city of Donji Dobric located? Serbia.
7583,The city of Fizanlouma is in Côte d'Ivoire.,1,Fizanlouma,Côte d'Ivoire,Côte d'Ivoire,In which country is the city of Fizanlouma located?,In which country is the city of Fizanlouma located? Côte d'Ivoire.
7584,"The city of Taybad is in Iran, Islamic Rep. of.",1,Taybad,"Iran, Islamic Rep. of","Iran, Islamic Rep. of",In which country is the city of Taybad located?,"In which country is the city of Taybad located? Iran, Islamic Rep. of."
7585,The city of Lee's Summit is in United States.,1,Lee's Summit,United States,United States,In which country is the city of Lee's Summit located?,In which country is the city of Lee's Summit located? United States.
7586,The city of Badar is in Russian Federation.,1,Badar,Russian Federation,Russian Federation,In which country is the city of Badar located?,In which country is the city of Badar located? Russian Federation.
7587,The city of Montelparo is in Italy.,1,Montelparo,Italy,Italy,In which country is the city of Montelparo located?,In which country is the city of Montelparo located? Italy.
7588,The city of Dumaguete is in Philippines.,1,Dumaguete,Philippines,Philippines,In which country is the city of Dumaguete located?,In which country is the city of Dumaguete located? Philippines.
7589,The city of Utschtal is in Austria.,1,Utschtal,Austria,Austria,In which country is the city of Utschtal located?,In which country is the city of Utschtal located? Austria.
7590,The city of Agidel' is in Russian Federation.,1,Agidel',Russian Federation,Russian Federation,In which country is the city of Agidel' located?,In which country is the city of Agidel' located? Russian Federation.
7591,The city of East Migpulao is in Philippines.,1,East Migpulao,Philippines,Philippines,In which country is the city of East Migpulao located?,In which country is the city of East Migpulao located? Philippines.
7592,The city of Voulgareli is in Greece.,1,Voulgareli,Greece,Greece,In which country is the city of Voulgareli located?,In which country is the city of Voulgareli located? Greece.
7593,The city of Signes is in France.,1,Signes,France,France,In which country is the city of Signes located?,In which country is the city of Signes located? France.
7594,The city of Ahougnassou-Allahou is in Côte d'Ivoire.,1,Ahougnassou-Allahou,Côte d'Ivoire,Côte d'Ivoire,In which country is the city of Ahougnassou-Allahou located?,In which country is the city of Ahougnassou-Allahou located? Côte d'Ivoire.
7595,The city of Tarsoltel is in Romania.,1,Tarsoltel,Romania,Romania,In which country is the city of Tarsoltel located?,In which country is the city of Tarsoltel located? Romania.
7596,The city of Grayshott is in United Kingdom.,1,Grayshott,United Kingdom,United Kingdom,In which country is the city of Grayshott located?,In which country is the city of Grayshott located? United Kingdom.
7597,The city of Huehuetlan is in Mexico.,1,Huehuetlan,Mexico,Mexico,In which country is the city of Huehuetlan located?,In which country is the city of Huehuetlan located? Mexico.
7598,The city of Bugsoc is in Philippines.,1,Bugsoc,Philippines,Philippines,In which country is the city of Bugsoc located?,In which country is the city of Bugsoc located? Philippines.
7599,The city of Fontechiari is in Italy.,1,Fontechiari,Italy,Italy,In which country is the city of Fontechiari located?,In which country is the city of Fontechiari located? Italy.
7600,The city of Mandi Bahauddin is in Pakistan.,1,Mandi Bahauddin,Pakistan,Pakistan,In which country is the city of Mandi Bahauddin located?,In which country is the city of Mandi Bahauddin located? Pakistan.
7601,The city of Vayalar is in India.,1,Vayalar,India,India,In which country is the city of Vayalar located?,In which country is the city of Vayalar located? India.
7602,The city of Compertrix is in France.,1,Compertrix,France,France,In which country is the city of Compertrix located?,In which country is the city of Compertrix located? France.
7603,The city of Banaue is in Philippines.,1,Banaue,Philippines,Philippines,In which country is the city of Banaue located?,In which country is the city of Banaue located? Philippines.
7604,The city of Memaliaj is in Albania.,1,Memaliaj,Albania,Albania,In which country is the city of Memaliaj located?,In which country is the city of Memaliaj located? Albania.
7605,The city of Radziechowy is in Poland.,1,Radziechowy,Poland,Poland,In which country is the city of Radziechowy located?,In which country is the city of Radziechowy located? Poland.
7606,The city of Varteju is in Romania.,1,Varteju,Romania,Romania,In which country is the city of Varteju located?,In which country is the city of Varteju located? Romania.
7607,The city of Martin de Yeltes is in Spain.,1,Martin de Yeltes,Spain,Spain,In which country is the city of Martin de Yeltes located?,In which country is the city of Martin de Yeltes located? Spain.
7608,The city of Marianka is in Slovakia.,1,Marianka,Slovakia,Slovakia,In which country is the city of Marianka located?,In which country is the city of Marianka located? Slovakia.
7609,"The city of Kavadarci is in Macedonia, The former Yugoslav Rep. of.",1,Kavadarci,"Macedonia, The former Yugoslav Rep. of","Macedonia, The former Yugoslav Rep. of",In which country is the city of Kavadarci located?,"In which country is the city of Kavadarci located? Macedonia, The former Yugoslav Rep. of."
7610,The city of Surif City is in West Bank and Gaza Strip.,1,Surif City,West Bank and Gaza Strip,West Bank and Gaza Strip,In which country is the city of Surif City located?,In which country is the city of Surif City located? West Bank and Gaza Strip.
7611,The city of Bova is in Italy.,1,Bova,Italy,Italy,In which country is the city of Bova located?,In which country is the city of Bova located? Italy.
7612,The city of Roens is in Austria.,1,Roens,Austria,Austria,In which country is the city of Roens located?,In which country is the city of Roens located? Austria.
7613,The city of Qusar is in Azerbaijan.,1,Qusar,Azerbaijan,Azerbaijan,In which country is the city of Qusar located?,In which country is the city of Qusar located? Azerbaijan.
7614,The city of Pericei is in Romania.,1,Pericei,Romania,Romania,In which country is the city of Pericei located?,In which country is the city of Pericei located? Romania.
7615,The city of Mundra is in India.,1,Mundra,India,India,In which country is the city of Mundra located?,In which country is the city of Mundra located? India.
7616,The city of Bilky is in Ukraine.,1,Bilky,Ukraine,Ukraine,In which country is the city of Bilky located?,In which country is the city of Bilky located? Ukraine.
7617,The city of Marzahn is in Germany.,1,Marzahn,Germany,Germany,In which country is the city of Marzahn located?,In which country is the city of Marzahn located? Germany.
7618,The city of Voznesenskiy is in Russian Federation.,1,Voznesenskiy,Russian Federation,Russian Federation,In which country is the city of Voznesenskiy located?,In which country is the city of Voznesenskiy located? Russian Federation.
7619,The city of KfarShmaryahu is in Israel.,1,KfarShmaryahu,Israel,Israel,In which country is the city of KfarShmaryahu located?,In which country is the city of KfarShmaryahu located? Israel.
7620,The city of Calan is in Romania.,1,Calan,Romania,Romania,In which country is the city of Calan located?,In which country is the city of Calan located? Romania.
7621,The city of Nosadello is in Italy.,1,Nosadello,Italy,Italy,In which country is the city of Nosadello located?,In which country is the city of Nosadello located? Italy.
7622,The city of Senador Jose Porfirio is in Brazil.,1,Senador Jose Porfirio,Brazil,Brazil,In which country is the city of Senador Jose Porfirio located?,In which country is the city of Senador Jose Porfirio located? Brazil.
7623,The city of Himimachi is in Japan.,1,Himimachi,Japan,Japan,In which country is the city of Himimachi located?,In which country is the city of Himimachi located? Japan.
7624,The city of Taillecourt is in France.,1,Taillecourt,France,France,In which country is the city of Taillecourt located?,In which country is the city of Taillecourt located? France.
7625,The city of Larkfield-Wikiup is in United States.,1,Larkfield-Wikiup,United States,United States,In which country is the city of Larkfield-Wikiup located?,In which country is the city of Larkfield-Wikiup located? United States.
7626,The city of Yen Vinh is in Viet Nam.,1,Yen Vinh,Viet Nam,Viet Nam,In which country is the city of Yen Vinh located?,In which country is the city of Yen Vinh located? Viet Nam.
7627,The city of Arendal is in Norway.,1,Arendal,Norway,Norway,In which country is the city of Arendal located?,In which country is the city of Arendal located? Norway.
7628,The city of Djakotome is in Benin.,1,Djakotome,Benin,Benin,In which country is the city of Djakotome located?,In which country is the city of Djakotome located? Benin.
7629,The city of San Miguel de las Palmas is in Mexico.,1,San Miguel de las Palmas,Mexico,Mexico,In which country is the city of San Miguel de las Palmas located?,In which country is the city of San Miguel de las Palmas located? Mexico.
7630,The city of Saint-Malo-de-Guersac is in France.,1,Saint-Malo-de-Guersac,France,France,In which country is the city of Saint-Malo-de-Guersac located?,In which country is the city of Saint-Malo-de-Guersac located? France.
7631,The city of Oppuurs is in Belgium.,1,Oppuurs,Belgium,Belgium,In which country is the city of Oppuurs located?,In which country is the city of Oppuurs located? Belgium.
7632,The city of Santiago Huitlapaltepec is in Mexico.,1,Santiago Huitlapaltepec,Mexico,Mexico,In which country is the city of Santiago Huitlapaltepec located?,In which country is the city of Santiago Huitlapaltepec located? Mexico.
7633,The city of Sotillo de la Adrada is in Spain.,1,Sotillo de la Adrada,Spain,Spain,In which country is the city of Sotillo de la Adrada located?,In which country is the city of Sotillo de la Adrada located? Spain.
7634,The city of Bulle is in Switzerland.,1,Bulle,Switzerland,Switzerland,In which country is the city of Bulle located?,In which country is the city of Bulle located? Switzerland.
7635,The city of Salies-du-Salat is in France.,1,Salies-du-Salat,France,France,In which country is the city of Salies-du-Salat located?,In which country is the city of Salies-du-Salat located? France.
7636,The city of Zurndorf is in Austria.,1,Zurndorf,Austria,Austria,In which country is the city of Zurndorf located?,In which country is the city of Zurndorf located? Austria.
7637,The city of Gura Teghii is in Romania.,1,Gura Teghii,Romania,Romania,In which country is the city of Gura Teghii located?,In which country is the city of Gura Teghii located? Romania.
7638,The city of Vilabertran is in Spain.,1,Vilabertran,Spain,Spain,In which country is the city of Vilabertran located?,In which country is the city of Vilabertran located? Spain.
7639,The city of Paderne is in Portugal.,1,Paderne,Portugal,Portugal,In which country is the city of Paderne located?,In which country is the city of Paderne located? Portugal.
7640,The city of Pastor Ortiz is in Mexico.,1,Pastor Ortiz,Mexico,Mexico,In which country is the city of Pastor Ortiz located?,In which country is the city of Pastor Ortiz located? Mexico.
7641,The city of Roseto degli Abruzzi is in Italy.,1,Roseto degli Abruzzi,Italy,Italy,In which country is the city of Roseto degli Abruzzi located?,In which country is the city of Roseto degli Abruzzi located? Italy.
7642,The city of Port Melbourne is in Australia.,1,Port Melbourne,Australia,Australia,In which country is the city of Port Melbourne located?,In which country is the city of Port Melbourne located? Australia.
7643,The city of Kalpaki is in Greece.,1,Kalpaki,Greece,Greece,In which country is the city of Kalpaki located?,In which country is the city of Kalpaki located? Greece.
7644,The city of Membrillera is in Spain.,1,Membrillera,Spain,Spain,In which country is the city of Membrillera located?,In which country is the city of Membrillera located? Spain.
7645,The city of Skyline Acres is in United States.,1,Skyline Acres,United States,United States,In which country is the city of Skyline Acres located?,In which country is the city of Skyline Acres located? United States.
7646,The city of Horgesti is in Romania.,1,Horgesti,Romania,Romania,In which country is the city of Horgesti located?,In which country is the city of Horgesti located? Romania.
7647,The city of Vezzano is in Italy.,1,Vezzano,Italy,Italy,In which country is the city of Vezzano located?,In which country is the city of Vezzano located? Italy.
7648,The city of Tsaghkahovit is in Armenia.,1,Tsaghkahovit,Armenia,Armenia,In which country is the city of Tsaghkahovit located?,In which country is the city of Tsaghkahovit located? Armenia.
7649,The city of Valbrona is in Italy.,1,Valbrona,Italy,Italy,In which country is the city of Valbrona located?,In which country is the city of Valbrona located? Italy.
7650,The city of Pornbach is in Germany.,1,Pornbach,Germany,Germany,In which country is the city of Pornbach located?,In which country is the city of Pornbach located? Germany.
7651,The city of Canmaya Diot is in Philippines.,1,Canmaya Diot,Philippines,Philippines,In which country is the city of Canmaya Diot located?,In which country is the city of Canmaya Diot located? Philippines.
7652,The city of Mos is in Spain.,1,Mos,Spain,Spain,In which country is the city of Mos located?,In which country is the city of Mos located? Spain.
7653,The city of Berk'anush is in Armenia.,1,Berk'anush,Armenia,Armenia,In which country is the city of Berk'anush located?,In which country is the city of Berk'anush located? Armenia.
7654,"The city of Kituku is in Congo, Democratic Republic of the.",1,Kituku,"Congo, Democratic Republic of the","Congo, Democratic Republic of the",In which country is the city of Kituku located?,"In which country is the city of Kituku located? Congo, Democratic Republic of the."
7655,The city of Jessore is in Bangladesh.,1,Jessore,Bangladesh,Bangladesh,In which country is the city of Jessore located?,In which country is the city of Jessore located? Bangladesh.
7656,The city of Senales is in Italy.,1,Senales,Italy,Italy,In which country is the city of Senales located?,In which country is the city of Senales located? Italy.
7657,The city of Gyenesdias is in Hungary.,1,Gyenesdias,Hungary,Hungary,In which country is the city of Gyenesdias located?,In which country is the city of Gyenesdias located? Hungary.
7658,The city of Cranberry Township is in United States.,1,Cranberry Township,United States,United States,In which country is the city of Cranberry Township located?,In which country is the city of Cranberry Township located? United States.
7659,The city of Saint-Jean-de-Boiseau is in France.,1,Saint-Jean-de-Boiseau,France,France,In which country is the city of Saint-Jean-de-Boiseau located?,In which country is the city of Saint-Jean-de-Boiseau located? France.
7660,The city of Huerta del Marquesado is in Spain.,1,Huerta del Marquesado,Spain,Spain,In which country is the city of Huerta del Marquesado located?,In which country is the city of Huerta del Marquesado located? Spain.
7661,The city of Aiyira is in Greece.,1,Aiyira,Greece,Greece,In which country is the city of Aiyira located?,In which country is the city of Aiyira located? Greece.
7662,The city of Onano is in Italy.,1,Onano,Italy,Italy,In which country is the city of Onano located?,In which country is the city of Onano located? Italy.
7663,The city of Rau Alb de Jos is in Romania.,1,Rau Alb de Jos,Romania,Romania,In which country is the city of Rau Alb de Jos located?,In which country is the city of Rau Alb de Jos located? Romania.
7664,The city of Polel Diaoube is in Senegal.,1,Polel Diaoube,Senegal,Senegal,In which country is the city of Polel Diaoube located?,In which country is the city of Polel Diaoube located? Senegal.
7665,The city of Hamble-le-Rice is in United Kingdom.,1,Hamble-le-Rice,United Kingdom,United Kingdom,In which country is the city of Hamble-le-Rice located?,In which country is the city of Hamble-le-Rice located? United Kingdom.
7666,The city of Chail is in India.,1,Chail,India,India,In which country is the city of Chail located?,In which country is the city of Chail located? India.
7667,The city of Armasesti is in Romania.,1,Armasesti,Romania,Romania,In which country is the city of Armasesti located?,In which country is the city of Armasesti located? Romania.
7668,The city of Castelnuovo Cilento is in Italy.,1,Castelnuovo Cilento,Italy,Italy,In which country is the city of Castelnuovo Cilento located?,In which country is the city of Castelnuovo Cilento located? Italy.
7669,The city of El Tzay is in Mexico.,1,El Tzay,Mexico,Mexico,In which country is the city of El Tzay located?,In which country is the city of El Tzay located? Mexico.
7670,The city of Persani is in Romania.,1,Persani,Romania,Romania,In which country is the city of Persani located?,In which country is the city of Persani located? Romania.
7671,The city of Pidhirtsi is in Ukraine.,1,Pidhirtsi,Ukraine,Ukraine,In which country is the city of Pidhirtsi located?,In which country is the city of Pidhirtsi located? Ukraine.
7672,The city of Tarija is in Bolivia.,1,Tarija,Bolivia,Bolivia,In which country is the city of Tarija located?,In which country is the city of Tarija located? Bolivia.
7673,The city of Capriate San Gervasio is in Italy.,1,Capriate San Gervasio,Italy,Italy,In which country is the city of Capriate San Gervasio located?,In which country is the city of Capriate San Gervasio located? Italy.
7674,The city of Selargius is in Italy.,1,Selargius,Italy,Italy,In which country is the city of Selargius located?,In which country is the city of Selargius located? Italy.
7675,The city of Aumale is in France.,1,Aumale,France,France,In which country is the city of Aumale located?,In which country is the city of Aumale located? France.
7676,The city of Gilgandra is in Australia.,1,Gilgandra,Australia,Australia,In which country is the city of Gilgandra located?,In which country is the city of Gilgandra located? Australia.
7677,The city of Bollate is in Italy.,1,Bollate,Italy,Italy,In which country is the city of Bollate located?,In which country is the city of Bollate located? Italy.
7678,The city of Buff Bay is in Jamaica.,1,Buff Bay,Jamaica,Jamaica,In which country is the city of Buff Bay located?,In which country is the city of Buff Bay located? Jamaica.
7679,The city of San Nicolas Obispo is in Mexico.,1,San Nicolas Obispo,Mexico,Mexico,In which country is the city of San Nicolas Obispo located?,In which country is the city of San Nicolas Obispo located? Mexico.
7680,The city of Ocos is in Guatemala.,1,Ocos,Guatemala,Guatemala,In which country is the city of Ocos located?,In which country is the city of Ocos located? Guatemala.
7681,The city of San Juan de Betulia is in Colombia.,1,San Juan de Betulia,Colombia,Colombia,In which country is the city of San Juan de Betulia located?,In which country is the city of San Juan de Betulia located? Colombia.
7682,The city of Poughkeepsie is in United States.,1,Poughkeepsie,United States,United States,In which country is the city of Poughkeepsie located?,In which country is the city of Poughkeepsie located? United States.
7683,The city of Tecomatan is in Mexico.,1,Tecomatan,Mexico,Mexico,In which country is the city of Tecomatan located?,In which country is the city of Tecomatan located? Mexico.
7684,The city of Bellerose Terrace is in United States.,1,Bellerose Terrace,United States,United States,In which country is the city of Bellerose Terrace located?,In which country is the city of Bellerose Terrace located? United States.
