,statement,label,city,country,correct_country,question,question_with_answer
1028,The city of Tumba is in Sweden.,1,Tumba,Sweden,Sweden,In which country is the city of Tumba located?,In which country is the city of Tumba located? Sweden.
1029,The city of Moyogalpa is in Nicaragua.,1,Moyogalpa,Nicaragua,Nicaragua,In which country is the city of Moyogalpa located?,In which country is the city of Moyogalpa located? Nicaragua.
1030,The city of Cuitiva is in Colombia.,1,Cuitiva,Colombia,Colombia,In which country is the city of Cuitiva located?,In which country is the city of Cuitiva located? Colombia.
1031,The city of Boulange is in France.,1,Boulange,France,France,In which country is the city of Boulange located?,In which country is the city of Boulange located? France.
1032,The city of Umbita is in Colombia.,1,Umbita,Colombia,Colombia,In which country is the city of Umbita located?,In which country is the city of Umbita located? Colombia.
1033,The city of Tarch'a Sodo is in Ethiopia.,1,Tarch'a Sodo,Ethiopia,Ethiopia,In which country is the city of Tarch'a Sodo located?,In which country is the city of Tarch'a Sodo located? Ethiopia.
1034,The city of Mudbidri is in India.,1,Mudbidri,India,India,In which country is the city of Mudbidri located?,In which country is the city of Mudbidri located? India.
1035,The city of Annan is in United Kingdom.,1,Annan,United Kingdom,United Kingdom,In which country is the city of Annan located?,In which country is the city of Annan located? United Kingdom.
1036,The city of Portes Gil is in Mexico.,1,Portes Gil,Mexico,Mexico,In which country is the city of Portes Gil located?,In which country is the city of Portes Gil located? Mexico.
1037,The city of Priamurskiy is in Russian Federation.,1,Priamurskiy,Russian Federation,Russian Federation,In which country is the city of Priamurskiy located?,In which country is the city of Priamurskiy located? Russian Federation.
1038,The city of Nizhniy Ufaley is in Russian Federation.,1,Nizhniy Ufaley,Russian Federation,Russian Federation,In which country is the city of Nizhniy Ufaley located?,In which country is the city of Nizhniy Ufaley located? Russian Federation.
1039,The city of Bassett is in United States.,1,Bassett,United States,United States,In which country is the city of Bassett located?,In which country is the city of Bassett located? United States.
1040,The city of Sahabo is in Côte d'Ivoire.,1,Sahabo,Côte d'Ivoire,Côte d'Ivoire,In which country is the city of Sahabo located?,In which country is the city of Sahabo located? Côte d'Ivoire.
1041,The city of Bucsesti is in Romania.,1,Bucsesti,Romania,Romania,In which country is the city of Bucsesti located?,In which country is the city of Bucsesti located? Romania.
1042,The city of Valle Martella is in Italy.,1,Valle Martella,Italy,Italy,In which country is the city of Valle Martella located?,In which country is the city of Valle Martella located? Italy.
1043,The city of Namest nad Oslavou is in Czech Republic.,1,Namest nad Oslavou,Czech Republic,Czech Republic,In which country is the city of Namest nad Oslavou located?,In which country is the city of Namest nad Oslavou located? Czech Republic.
1044,The city of Albany is in United States.,1,Albany,United States,United States,In which country is the city of Albany located?,In which country is the city of Albany located? United States.
1045,The city of Agua Caliente is in Honduras.,1,Agua Caliente,Honduras,Honduras,In which country is the city of Agua Caliente located?,In which country is the city of Agua Caliente located? Honduras.
1046,The city of Xochinanacatlan is in Mexico.,1,Xochinanacatlan,Mexico,Mexico,In which country is the city of Xochinanacatlan located?,In which country is the city of Xochinanacatlan located? Mexico.
1047,The city of Skanes is in Tunisia.,1,Skanes,Tunisia,Tunisia,In which country is the city of Skanes located?,In which country is the city of Skanes located? Tunisia.
1048,The city of Leones East is in Philippines.,1,Leones East,Philippines,Philippines,In which country is the city of Leones East located?,In which country is the city of Leones East located? Philippines.
1049,The city of Wenshang is in China.,1,Wenshang,China,China,In which country is the city of Wenshang located?,In which country is the city of Wenshang located? China.
1050,The city of El Estor is in Guatemala.,1,El Estor,Guatemala,Guatemala,In which country is the city of El Estor located?,In which country is the city of El Estor located? Guatemala.
1051,The city of Ahorn is in Austria.,1,Ahorn,Austria,Austria,In which country is the city of Ahorn located?,In which country is the city of Ahorn located? Austria.
1052,The city of Renazzo is in Italy.,1,Renazzo,Italy,Italy,In which country is the city of Renazzo located?,In which country is the city of Renazzo located? Italy.
1053,The city of Cheste is in Spain.,1,Cheste,Spain,Spain,In which country is the city of Cheste located?,In which country is the city of Cheste located? Spain.
1054,The city of La Compania is in Mexico.,1,La Compania,Mexico,Mexico,In which country is the city of La Compania located?,In which country is the city of La Compania located? Mexico.
1055,The city of Fara Filiorum Petri is in Italy.,1,Fara Filiorum Petri,Italy,Italy,In which country is the city of Fara Filiorum Petri located?,In which country is the city of Fara Filiorum Petri located? Italy.
1056,The city of Valsequillo de Gran Canaria is in Spain.,1,Valsequillo de Gran Canaria,Spain,Spain,In which country is the city of Valsequillo de Gran Canaria located?,In which country is the city of Valsequillo de Gran Canaria located? Spain.
1057,The city of Er Reina is in Israel.,1,Er Reina,Israel,Israel,In which country is the city of Er Reina located?,In which country is the city of Er Reina located? Israel.
1058,The city of Groix is in France.,1,Groix,France,France,In which country is the city of Groix located?,In which country is the city of Groix located? France.
1059,The city of Southshore is in New Zealand.,1,Southshore,New Zealand,New Zealand,In which country is the city of Southshore located?,In which country is the city of Southshore located? New Zealand.
1060,The city of Teora is in Italy.,1,Teora,Italy,Italy,In which country is the city of Teora located?,In which country is the city of Teora located? Italy.
1061,The city of Mangorei is in New Zealand.,1,Mangorei,New Zealand,New Zealand,In which country is the city of Mangorei located?,In which country is the city of Mangorei located? New Zealand.
1062,The city of Apastovo is in Russian Federation.,1,Apastovo,Russian Federation,Russian Federation,In which country is the city of Apastovo located?,In which country is the city of Apastovo located? Russian Federation.
1063,The city of Olves is in Spain.,1,Olves,Spain,Spain,In which country is the city of Olves located?,In which country is the city of Olves located? Spain.
1064,The city of Holtzwihr is in France.,1,Holtzwihr,France,France,In which country is the city of Holtzwihr located?,In which country is the city of Holtzwihr located? France.
1065,The city of Pila is in Italy.,1,Pila,Italy,Italy,In which country is the city of Pila located?,In which country is the city of Pila located? Italy.
1066,The city of Mezdra is in Bulgaria.,1,Mezdra,Bulgaria,Bulgaria,In which country is the city of Mezdra located?,In which country is the city of Mezdra located? Bulgaria.
1067,The city of Vrani is in Romania.,1,Vrani,Romania,Romania,In which country is the city of Vrani located?,In which country is the city of Vrani located? Romania.
1068,The city of Pradera is in Colombia.,1,Pradera,Colombia,Colombia,In which country is the city of Pradera located?,In which country is the city of Pradera located? Colombia.
1069,The city of Tower is in Ireland.,1,Tower,Ireland,Ireland,In which country is the city of Tower located?,In which country is the city of Tower located? Ireland.
1070,The city of Dylym is in Russian Federation.,1,Dylym,Russian Federation,Russian Federation,In which country is the city of Dylym located?,In which country is the city of Dylym located? Russian Federation.
1071,The city of La Boissiere-de-Montaigu is in France.,1,La Boissiere-de-Montaigu,France,France,In which country is the city of La Boissiere-de-Montaigu located?,In which country is the city of La Boissiere-de-Montaigu located? France.
1072,The city of Vinzons is in Philippines.,1,Vinzons,Philippines,Philippines,In which country is the city of Vinzons located?,In which country is the city of Vinzons located? Philippines.
1073,The city of St. Day is in United Kingdom.,1,St. Day,United Kingdom,United Kingdom,In which country is the city of St. Day located?,In which country is the city of St. Day located? United Kingdom.
1074,The city of San Marino is in United States.,1,San Marino,United States,United States,In which country is the city of San Marino located?,In which country is the city of San Marino located? United States.
1075,The city of Schulzendorf is in Germany.,1,Schulzendorf,Germany,Germany,In which country is the city of Schulzendorf located?,In which country is the city of Schulzendorf located? Germany.
1076,The city of Visina is in Romania.,1,Visina,Romania,Romania,In which country is the city of Visina located?,In which country is the city of Visina located? Romania.
1077,The city of Norbury is in United Kingdom.,1,Norbury,United Kingdom,United Kingdom,In which country is the city of Norbury located?,In which country is the city of Norbury located? United Kingdom.
1078,The city of Cambe is in Brazil.,1,Cambe,Brazil,Brazil,In which country is the city of Cambe located?,In which country is the city of Cambe located? Brazil.
1079,The city of Southwell is in United Kingdom.,1,Southwell,United Kingdom,United Kingdom,In which country is the city of Southwell located?,In which country is the city of Southwell located? United Kingdom.
1080,The city of Budziszewice is in Poland.,1,Budziszewice,Poland,Poland,In which country is the city of Budziszewice located?,In which country is the city of Budziszewice located? Poland.
1081,The city of La Trinidad is in Philippines.,1,La Trinidad,Philippines,Philippines,In which country is the city of La Trinidad located?,In which country is the city of La Trinidad located? Philippines.
1082,The city of Lumangbayan is in Philippines.,1,Lumangbayan,Philippines,Philippines,In which country is the city of Lumangbayan located?,In which country is the city of Lumangbayan located? Philippines.
1083,The city of Mierlo is in Netherlands.,1,Mierlo,Netherlands,Netherlands,In which country is the city of Mierlo located?,In which country is the city of Mierlo located? Netherlands.
1084,The city of Valmiera is in Latvia.,1,Valmiera,Latvia,Latvia,In which country is the city of Valmiera located?,In which country is the city of Valmiera located? Latvia.
1085,The city of Vonitsa is in Greece.,1,Vonitsa,Greece,Greece,In which country is the city of Vonitsa located?,In which country is the city of Vonitsa located? Greece.
1086,The city of Chiknayakanhalli is in India.,1,Chiknayakanhalli,India,India,In which country is the city of Chiknayakanhalli located?,In which country is the city of Chiknayakanhalli located? India.
1087,The city of Longano is in Italy.,1,Longano,Italy,Italy,In which country is the city of Longano located?,In which country is the city of Longano located? Italy.
1088,The city of Caseros is in Argentina.,1,Caseros,Argentina,Argentina,In which country is the city of Caseros located?,In which country is the city of Caseros located? Argentina.
1089,The city of Lommel is in Belgium.,1,Lommel,Belgium,Belgium,In which country is the city of Lommel located?,In which country is the city of Lommel located? Belgium.
1090,The city of La Bouverie is in Belgium.,1,La Bouverie,Belgium,Belgium,In which country is the city of La Bouverie located?,In which country is the city of La Bouverie located? Belgium.
1091,The city of Offanengo is in Italy.,1,Offanengo,Italy,Italy,In which country is the city of Offanengo located?,In which country is the city of Offanengo located? Italy.
1092,The city of Ulmen is in Germany.,1,Ulmen,Germany,Germany,In which country is the city of Ulmen located?,In which country is the city of Ulmen located? Germany.
1093,The city of Maloye Isakovo is in Russian Federation.,1,Maloye Isakovo,Russian Federation,Russian Federation,In which country is the city of Maloye Isakovo located?,In which country is the city of Maloye Isakovo located? Russian Federation.
1094,The city of Chesterfield is in United States.,1,Chesterfield,United States,United States,In which country is the city of Chesterfield located?,In which country is the city of Chesterfield located? United States.
1095,The city of Simontornya is in Hungary.,1,Simontornya,Hungary,Hungary,In which country is the city of Simontornya located?,In which country is the city of Simontornya located? Hungary.
1096,The city of Babushkin is in Russian Federation.,1,Babushkin,Russian Federation,Russian Federation,In which country is the city of Babushkin located?,In which country is the city of Babushkin located? Russian Federation.
1097,The city of Accomac is in United States.,1,Accomac,United States,United States,In which country is the city of Accomac located?,In which country is the city of Accomac located? United States.
1098,The city of Zhuzhai is in China.,1,Zhuzhai,China,China,In which country is the city of Zhuzhai located?,In which country is the city of Zhuzhai located? China.
1099,The city of Frampton on Severn is in United Kingdom.,1,Frampton on Severn,United Kingdom,United Kingdom,In which country is the city of Frampton on Severn located?,In which country is the city of Frampton on Severn located? United Kingdom.
1100,The city of Guinisiliban is in Philippines.,1,Guinisiliban,Philippines,Philippines,In which country is the city of Guinisiliban located?,In which country is the city of Guinisiliban located? Philippines.
1101,The city of Scillato is in Italy.,1,Scillato,Italy,Italy,In which country is the city of Scillato located?,In which country is the city of Scillato located? Italy.
1102,The city of Romaniv is in Ukraine.,1,Romaniv,Ukraine,Ukraine,In which country is the city of Romaniv located?,In which country is the city of Romaniv located? Ukraine.
1103,The city of Calongbuyan is in Philippines.,1,Calongbuyan,Philippines,Philippines,In which country is the city of Calongbuyan located?,In which country is the city of Calongbuyan located? Philippines.
1104,The city of Ruinen is in Netherlands.,1,Ruinen,Netherlands,Netherlands,In which country is the city of Ruinen located?,In which country is the city of Ruinen located? Netherlands.
1105,The city of Bristol is in United States.,1,Bristol,United States,United States,In which country is the city of Bristol located?,In which country is the city of Bristol located? United States.
1106,The city of Huermeces del Cerro is in Spain.,1,Huermeces del Cerro,Spain,Spain,In which country is the city of Huermeces del Cerro located?,In which country is the city of Huermeces del Cerro located? Spain.
1107,The city of Pescina is in Italy.,1,Pescina,Italy,Italy,In which country is the city of Pescina located?,In which country is the city of Pescina located? Italy.
1108,The city of Mours-Saint-Eusebe is in France.,1,Mours-Saint-Eusebe,France,France,In which country is the city of Mours-Saint-Eusebe located?,In which country is the city of Mours-Saint-Eusebe located? France.
1109,The city of Rio Duque is in Panama.,1,Rio Duque,Panama,Panama,In which country is the city of Rio Duque located?,In which country is the city of Rio Duque located? Panama.
1110,The city of Zhuyuan is in China.,1,Zhuyuan,China,China,In which country is the city of Zhuyuan located?,In which country is the city of Zhuyuan located? China.
1111,The city of Zelienople is in United States.,1,Zelienople,United States,United States,In which country is the city of Zelienople located?,In which country is the city of Zelienople located? United States.
1112,The city of Xinzhi is in China.,1,Xinzhi,China,China,In which country is the city of Xinzhi located?,In which country is the city of Xinzhi located? China.
1113,The city of Calarca is in Colombia.,1,Calarca,Colombia,Colombia,In which country is the city of Calarca located?,In which country is the city of Calarca located? Colombia.
1114,"The city of San Tin is in Hong Kong, China.",1,San Tin,"Hong Kong, China","Hong Kong, China",In which country is the city of San Tin located?,"In which country is the city of San Tin located? Hong Kong, China."
1115,The city of Tactic is in Guatemala.,1,Tactic,Guatemala,Guatemala,In which country is the city of Tactic located?,In which country is the city of Tactic located? Guatemala.
1116,The city of Ronco is in Italy.,1,Ronco,Italy,Italy,In which country is the city of Ronco located?,In which country is the city of Ronco located? Italy.
1117,The city of Bomi is in Sierra Leone.,1,Bomi,Sierra Leone,Sierra Leone,In which country is the city of Bomi located?,In which country is the city of Bomi located? Sierra Leone.
1118,The city of El Letrero is in Mexico.,1,El Letrero,Mexico,Mexico,In which country is the city of El Letrero located?,In which country is the city of El Letrero located? Mexico.
1119,The city of Ertil' is in Russian Federation.,1,Ertil',Russian Federation,Russian Federation,In which country is the city of Ertil' located?,In which country is the city of Ertil' located? Russian Federation.
1120,The city of Savasse is in France.,1,Savasse,France,France,In which country is the city of Savasse located?,In which country is the city of Savasse located? France.
1121,The city of Deyang is in China.,1,Deyang,China,China,In which country is the city of Deyang located?,In which country is the city of Deyang located? China.
1122,The city of Lupi is in Philippines.,1,Lupi,Philippines,Philippines,In which country is the city of Lupi located?,In which country is the city of Lupi located? Philippines.
1123,The city of Csakvar is in Hungary.,1,Csakvar,Hungary,Hungary,In which country is the city of Csakvar located?,In which country is the city of Csakvar located? Hungary.
1124,The city of Santa Maria Jacatepec is in Mexico.,1,Santa Maria Jacatepec,Mexico,Mexico,In which country is the city of Santa Maria Jacatepec located?,In which country is the city of Santa Maria Jacatepec located? Mexico.
1125,The city of Daulatpur is in India.,1,Daulatpur,India,India,In which country is the city of Daulatpur located?,In which country is the city of Daulatpur located? India.
1126,The city of Deux-Montagnes is in Canada.,1,Deux-Montagnes,Canada,Canada,In which country is the city of Deux-Montagnes located?,In which country is the city of Deux-Montagnes located? Canada.
1127,The city of Postrekov is in Czech Republic.,1,Postrekov,Czech Republic,Czech Republic,In which country is the city of Postrekov located?,In which country is the city of Postrekov located? Czech Republic.
1128,The city of Dudinka is in Russian Federation.,1,Dudinka,Russian Federation,Russian Federation,In which country is the city of Dudinka located?,In which country is the city of Dudinka located? Russian Federation.
1129,The city of Convoy is in United States.,1,Convoy,United States,United States,In which country is the city of Convoy located?,In which country is the city of Convoy located? United States.
1130,The city of Saint-Maur is in France.,1,Saint-Maur,France,France,In which country is the city of Saint-Maur located?,In which country is the city of Saint-Maur located? France.
1131,The city of Prince Albert is in Canada.,1,Prince Albert,Canada,Canada,In which country is the city of Prince Albert located?,In which country is the city of Prince Albert located? Canada.
1132,The city of Krog is in Slovenia.,1,Krog,Slovenia,Slovenia,In which country is the city of Krog located?,In which country is the city of Krog located? Slovenia.
1133,The city of Villanueva del Fresno is in Spain.,1,Villanueva del Fresno,Spain,Spain,In which country is the city of Villanueva del Fresno located?,In which country is the city of Villanueva del Fresno located? Spain.
1134,The city of Cabrero is in Spain.,1,Cabrero,Spain,Spain,In which country is the city of Cabrero located?,In which country is the city of Cabrero located? Spain.
1135,The city of Sibulan is in Philippines.,1,Sibulan,Philippines,Philippines,In which country is the city of Sibulan located?,In which country is the city of Sibulan located? Philippines.
1136,The city of Veguillas de la Sierra is in Spain.,1,Veguillas de la Sierra,Spain,Spain,In which country is the city of Veguillas de la Sierra located?,In which country is the city of Veguillas de la Sierra located? Spain.
1137,The city of Viereth-Trunstadt is in Germany.,1,Viereth-Trunstadt,Germany,Germany,In which country is the city of Viereth-Trunstadt located?,In which country is the city of Viereth-Trunstadt located? Germany.
1138,The city of Radaur is in India.,1,Radaur,India,India,In which country is the city of Radaur located?,In which country is the city of Radaur located? India.
1139,The city of Hamilton is in United States.,1,Hamilton,United States,United States,In which country is the city of Hamilton located?,In which country is the city of Hamilton located? United States.
1140,The city of Torhout is in Belgium.,1,Torhout,Belgium,Belgium,In which country is the city of Torhout located?,In which country is the city of Torhout located? Belgium.
1141,The city of La Garde is in France.,1,La Garde,France,France,In which country is the city of La Garde located?,In which country is the city of La Garde located? France.
1142,The city of Na Wa is in Thailand.,1,Na Wa,Thailand,Thailand,In which country is the city of Na Wa located?,In which country is the city of Na Wa located? Thailand.
1143,The city of Sudogda is in Russian Federation.,1,Sudogda,Russian Federation,Russian Federation,In which country is the city of Sudogda located?,In which country is the city of Sudogda located? Russian Federation.
1144,The city of Liwonde is in Malawi.,1,Liwonde,Malawi,Malawi,In which country is the city of Liwonde located?,In which country is the city of Liwonde located? Malawi.
1145,The city of Lakeland is in United States.,1,Lakeland,United States,United States,In which country is the city of Lakeland located?,In which country is the city of Lakeland located? United States.
1146,The city of Charbonnieres-les-Bains is in France.,1,Charbonnieres-les-Bains,France,France,In which country is the city of Charbonnieres-les-Bains located?,In which country is the city of Charbonnieres-les-Bains located? France.
1147,The city of Landstuhl is in Germany.,1,Landstuhl,Germany,Germany,In which country is the city of Landstuhl located?,In which country is the city of Landstuhl located? Germany.
1148,The city of Onigo is in Italy.,1,Onigo,Italy,Italy,In which country is the city of Onigo located?,In which country is the city of Onigo located? Italy.
1149,The city of Novorozhdestvenskaya is in Russian Federation.,1,Novorozhdestvenskaya,Russian Federation,Russian Federation,In which country is the city of Novorozhdestvenskaya located?,In which country is the city of Novorozhdestvenskaya located? Russian Federation.
1150,The city of Ashtabula is in United States.,1,Ashtabula,United States,United States,In which country is the city of Ashtabula located?,In which country is the city of Ashtabula located? United States.
1151,The city of Parit Buntar is in Malaysia.,1,Parit Buntar,Malaysia,Malaysia,In which country is the city of Parit Buntar located?,In which country is the city of Parit Buntar located? Malaysia.
1152,The city of Sermonde is in Portugal.,1,Sermonde,Portugal,Portugal,In which country is the city of Sermonde located?,In which country is the city of Sermonde located? Portugal.
1153,The city of Alegria is in Philippines.,1,Alegria,Philippines,Philippines,In which country is the city of Alegria located?,In which country is the city of Alegria located? Philippines.
1154,The city of Ainaloa is in United States.,1,Ainaloa,United States,United States,In which country is the city of Ainaloa located?,In which country is the city of Ainaloa located? United States.
1155,The city of Valdeolivas is in Spain.,1,Valdeolivas,Spain,Spain,In which country is the city of Valdeolivas located?,In which country is the city of Valdeolivas located? Spain.
1156,The city of Harbury is in United Kingdom.,1,Harbury,United Kingdom,United Kingdom,In which country is the city of Harbury located?,In which country is the city of Harbury located? United Kingdom.
1157,The city of San Francisco Mazapa is in Mexico.,1,San Francisco Mazapa,Mexico,Mexico,In which country is the city of San Francisco Mazapa located?,In which country is the city of San Francisco Mazapa located? Mexico.
1158,The city of Mahbubabad is in India.,1,Mahbubabad,India,India,In which country is the city of Mahbubabad located?,In which country is the city of Mahbubabad located? India.
1159,The city of Oakwood is in United States.,1,Oakwood,United States,United States,In which country is the city of Oakwood located?,In which country is the city of Oakwood located? United States.
1160,The city of Xilocuautla is in Mexico.,1,Xilocuautla,Mexico,Mexico,In which country is the city of Xilocuautla located?,In which country is the city of Xilocuautla located? Mexico.
1161,The city of Brandon is in United States.,1,Brandon,United States,United States,In which country is the city of Brandon located?,In which country is the city of Brandon located? United States.
1162,The city of Boychinovtsi is in Bulgaria.,1,Boychinovtsi,Bulgaria,Bulgaria,In which country is the city of Boychinovtsi located?,In which country is the city of Boychinovtsi located? Bulgaria.
1163,The city of Groveton is in United States.,1,Groveton,United States,United States,In which country is the city of Groveton located?,In which country is the city of Groveton located? United States.
1164,The city of Maudaha is in India.,1,Maudaha,India,India,In which country is the city of Maudaha located?,In which country is the city of Maudaha located? India.
1165,The city of Gowarczow is in Poland.,1,Gowarczow,Poland,Poland,In which country is the city of Gowarczow located?,In which country is the city of Gowarczow located? Poland.
1166,The city of Harrisburg is in United States.,1,Harrisburg,United States,United States,In which country is the city of Harrisburg located?,In which country is the city of Harrisburg located? United States.
1167,The city of Zdolbuniv is in Ukraine.,1,Zdolbuniv,Ukraine,Ukraine,In which country is the city of Zdolbuniv located?,In which country is the city of Zdolbuniv located? Ukraine.
1168,The city of Radomysl is in Czech Republic.,1,Radomysl,Czech Republic,Czech Republic,In which country is the city of Radomysl located?,In which country is the city of Radomysl located? Czech Republic.
1169,The city of Soorts is in France.,1,Soorts,France,France,In which country is the city of Soorts located?,In which country is the city of Soorts located? France.
1170,The city of Sayani is in Bangladesh.,1,Sayani,Bangladesh,Bangladesh,In which country is the city of Sayani located?,In which country is the city of Sayani located? Bangladesh.
1171,The city of Taphan Hin is in Thailand.,1,Taphan Hin,Thailand,Thailand,In which country is the city of Taphan Hin located?,In which country is the city of Taphan Hin located? Thailand.
1172,The city of Morristown is in United States.,1,Morristown,United States,United States,In which country is the city of Morristown located?,In which country is the city of Morristown located? United States.
1173,The city of Rehau is in Germany.,1,Rehau,Germany,Germany,In which country is the city of Rehau located?,In which country is the city of Rehau located? Germany.
1174,The city of Aibetsu is in Japan.,1,Aibetsu,Japan,Japan,In which country is the city of Aibetsu located?,In which country is the city of Aibetsu located? Japan.
1175,The city of Spilinga is in Italy.,1,Spilinga,Italy,Italy,In which country is the city of Spilinga located?,In which country is the city of Spilinga located? Italy.
1176,The city of Bojszowy is in Poland.,1,Bojszowy,Poland,Poland,In which country is the city of Bojszowy located?,In which country is the city of Bojszowy located? Poland.
1177,The city of Novhorodka is in Ukraine.,1,Novhorodka,Ukraine,Ukraine,In which country is the city of Novhorodka located?,In which country is the city of Novhorodka located? Ukraine.
1178,The city of Gozon is in Côte d'Ivoire.,1,Gozon,Côte d'Ivoire,Côte d'Ivoire,In which country is the city of Gozon located?,In which country is the city of Gozon located? Côte d'Ivoire.
1179,The city of Harduf is in Israel.,1,Harduf,Israel,Israel,In which country is the city of Harduf located?,In which country is the city of Harduf located? Israel.
1180,The city of Mill Valley is in United States.,1,Mill Valley,United States,United States,In which country is the city of Mill Valley located?,In which country is the city of Mill Valley located? United States.
1181,The city of Holubivka is in Ukraine.,1,Holubivka,Ukraine,Ukraine,In which country is the city of Holubivka located?,In which country is the city of Holubivka located? Ukraine.
1182,The city of Hinchley Wood is in United Kingdom.,1,Hinchley Wood,United Kingdom,United Kingdom,In which country is the city of Hinchley Wood located?,In which country is the city of Hinchley Wood located? United Kingdom.
1183,The city of Greatham is in United Kingdom.,1,Greatham,United Kingdom,United Kingdom,In which country is the city of Greatham located?,In which country is the city of Greatham located? United Kingdom.
1184,The city of Clisson is in France.,1,Clisson,France,France,In which country is the city of Clisson located?,In which country is the city of Clisson located? France.
1185,The city of Las Canadas is in Mexico.,1,Las Canadas,Mexico,Mexico,In which country is the city of Las Canadas located?,In which country is the city of Las Canadas located? Mexico.
1186,The city of Montafia is in Italy.,1,Montafia,Italy,Italy,In which country is the city of Montafia located?,In which country is the city of Montafia located? Italy.
1187,The city of Maddingley is in Australia.,1,Maddingley,Australia,Australia,In which country is the city of Maddingley located?,In which country is the city of Maddingley located? Australia.
1188,The city of Lystrup is in Denmark.,1,Lystrup,Denmark,Denmark,In which country is the city of Lystrup located?,In which country is the city of Lystrup located? Denmark.
1189,The city of Vlachovo Brezi is in Czech Republic.,1,Vlachovo Brezi,Czech Republic,Czech Republic,In which country is the city of Vlachovo Brezi located?,In which country is the city of Vlachovo Brezi located? Czech Republic.
1190,The city of Itapicuru is in Brazil.,1,Itapicuru,Brazil,Brazil,In which country is the city of Itapicuru located?,In which country is the city of Itapicuru located? Brazil.
1191,The city of Redmond is in United States.,1,Redmond,United States,United States,In which country is the city of Redmond located?,In which country is the city of Redmond located? United States.
1192,The city of Oberperfuss is in Austria.,1,Oberperfuss,Austria,Austria,In which country is the city of Oberperfuss located?,In which country is the city of Oberperfuss located? Austria.
1193,The city of Douar Tindja is in Tunisia.,1,Douar Tindja,Tunisia,Tunisia,In which country is the city of Douar Tindja located?,In which country is the city of Douar Tindja located? Tunisia.
1194,The city of Rosegg is in Austria.,1,Rosegg,Austria,Austria,In which country is the city of Rosegg located?,In which country is the city of Rosegg located? Austria.
1195,The city of Fergus is in Canada.,1,Fergus,Canada,Canada,In which country is the city of Fergus located?,In which country is the city of Fergus located? Canada.
1196,The city of Borgo Pace is in Italy.,1,Borgo Pace,Italy,Italy,In which country is the city of Borgo Pace located?,In which country is the city of Borgo Pace located? Italy.
1197,The city of Enying is in Hungary.,1,Enying,Hungary,Hungary,In which country is the city of Enying located?,In which country is the city of Enying located? Hungary.
1198,The city of Taut is in Romania.,1,Taut,Romania,Romania,In which country is the city of Taut located?,In which country is the city of Taut located? Romania.
1199,The city of Abasolo is in Mexico.,1,Abasolo,Mexico,Mexico,In which country is the city of Abasolo located?,In which country is the city of Abasolo located? Mexico.
1200,The city of Huata is in Peru.,1,Huata,Peru,Peru,In which country is the city of Huata located?,In which country is the city of Huata located? Peru.
1201,The city of Tulsipur is in Nepal.,1,Tulsipur,Nepal,Nepal,In which country is the city of Tulsipur located?,In which country is the city of Tulsipur located? Nepal.
1202,The city of Narvik is in Norway.,1,Narvik,Norway,Norway,In which country is the city of Narvik located?,In which country is the city of Narvik located? Norway.
1203,The city of Vermilion is in Canada.,1,Vermilion,Canada,Canada,In which country is the city of Vermilion located?,In which country is the city of Vermilion located? Canada.
1204,The city of Brighstone is in United Kingdom.,1,Brighstone,United Kingdom,United Kingdom,In which country is the city of Brighstone located?,In which country is the city of Brighstone located? United Kingdom.
1205,The city of Semirara is in Philippines.,1,Semirara,Philippines,Philippines,In which country is the city of Semirara located?,In which country is the city of Semirara located? Philippines.
1206,The city of Franklin Furnace is in United States.,1,Franklin Furnace,United States,United States,In which country is the city of Franklin Furnace located?,In which country is the city of Franklin Furnace located? United States.
1207,The city of Elixku is in China.,1,Elixku,China,China,In which country is the city of Elixku located?,In which country is the city of Elixku located? China.
1208,"The city of Dolno Palciste is in Macedonia, The former Yugoslav Rep. of.",1,Dolno Palciste,"Macedonia, The former Yugoslav Rep. of","Macedonia, The former Yugoslav Rep. of",In which country is the city of Dolno Palciste located?,"In which country is the city of Dolno Palciste located? Macedonia, The former Yugoslav Rep. of."
1209,The city of Belmont is in United States.,1,Belmont,United States,United States,In which country is the city of Belmont located?,In which country is the city of Belmont located? United States.
1210,The city of Villa Tapia is in Dominican Republic.,1,Villa Tapia,Dominican Republic,Dominican Republic,In which country is the city of Villa Tapia located?,In which country is the city of Villa Tapia located? Dominican Republic.
1211,The city of Quinapundan is in Philippines.,1,Quinapundan,Philippines,Philippines,In which country is the city of Quinapundan located?,In which country is the city of Quinapundan located? Philippines.
1212,The city of Yecla de Yeltes is in Spain.,1,Yecla de Yeltes,Spain,Spain,In which country is the city of Yecla de Yeltes located?,In which country is the city of Yecla de Yeltes located? Spain.
1213,The city of Zlatibor is in Serbia.,1,Zlatibor,Serbia,Serbia,In which country is the city of Zlatibor located?,In which country is the city of Zlatibor located? Serbia.
1214,The city of Neukirch is in Germany.,1,Neukirch,Germany,Germany,In which country is the city of Neukirch located?,In which country is the city of Neukirch located? Germany.
1215,The city of Santiago Momoxpan is in Mexico.,1,Santiago Momoxpan,Mexico,Mexico,In which country is the city of Santiago Momoxpan located?,In which country is the city of Santiago Momoxpan located? Mexico.
1216,The city of Ralingen is in Germany.,1,Ralingen,Germany,Germany,In which country is the city of Ralingen located?,In which country is the city of Ralingen located? Germany.
