prompt,answer
What are the chemically identical species of atom with the same atomic number but different mass numbers called? Isotopes.,Isotopes
Who was UN chief weapons inspector in Iraq from January 2000-June 2003? Hans Blix.,Hans Blix
"""Who released the 1995 hit album """"Jagged Little Pill""""?"" Alanis Morissette.",Alanis Morissette
"Who, in 1642, constructed a mechanical calculating machine? Blaise Pascal.",Blaise Pascal
From which fruit was marmalade originally made? Quince.,Quince
"""Who directed the 1939 film """"Gone With The Wind""""?"" Victor Fleming.",Victor Fleming
Of what is a carrick bend a type? A knot.,A knot
"""Who had a 1995 hit album with """"Stanley Road""""?"" Paul Weller.",Paul Weller
Eleanor of Aquitaine was married to which English king? Henry II.,Henry II
In which year was HRH Prince Harry born; the first Apple Macintosh went on sale; the UK coal industry strike began? 1984.,1984
Which NW Algerian town was the HQ of the French Foreign Legion? Sidi-bel-Abbes.,Sidi-bel-Abbes
"""Who directed the 1943 film """"Casablanca""""?"" Michael Curtiz.",Michael Curtiz
"What speeds up a chemical reaction, but is itself left unchanged? A catalyst.",A catalyst
"""Which Greek dramatist wrote """"The Birds"""", """"The Frogs"""", """"The Wasps"""", etc?"" Aristophanes.",Aristophanes
(Stephen Patrick) Morrissey came to prominence in the 1980's with which alternative rock band? The Smiths.,The Smiths
Roller (Inline) hockey comprises of how many members per team? 5.,5
"The entertainment company, Cirque de Soleil, has its HQ in which city? Montreal, Canada.","Montreal, Canada"
"Opened in July, 1955, where is Disneyland Park, Disney's first? Anaheim, California.","Anaheim, California"
Name the year: The Wall Street Crash; Italy and the Vatican signed the Lateran Treaty; Herbert Hoover inaugurated as 31st president of America 1929.,1929
"""Which Irish group released the albums """"Talk on Corners"""", """"Home"""", etc?"" The Corrs.",The Corrs
"What sport was founded at the George Hotel, Huddersfield in 1895? Rugby League.",Rugby League
"""Who directed the 1995 film """"One Flew Over the Cuckoo's Nest'?"" Milos Forman.",Milos Forman
Which 2011 French romantic comedy-drama became the most awarded film in French film history? The Artist.,The Artist
"Which American actress/singer, etc is the daughter of Maureen O'Sullivan? Mia Farrow.",Mia Farrow
Puffins are any of three small species of which seabird family? Alcidae.,Alcidae
Which Yorkshire born track and field athlete is the current Olympic heptathlon champion. She was awarded the CBE in 2013? Jessica Ennis-Hill.,Jessica Ennis-Hill
Which mammal of the order Pholidota is the only one to have keratin scales on its skin? Pangolin.,Pangolin
What is the southernmost tip of the Florida Keys? Key West.,Key West
"What was the maiden name of six famous sisters: Diana, Jessica, Unity, Nancy, Deborah, and Pamela? Mitford.",Mitford
"In the story of the creation in the Bible, what did God create first? Light.",Light
What was the name of the character played by Penelope Keith in 'To the Manor Born'? Audrey fforbes-hamilton.,Audrey fforbes-hamilton
Alexandra of Denmark was married to which English king? Edward VII.,Edward VII
The National Trust property Clouds Hill in Dorset was the home of which military man and writer? T E Lawrence.,T E Lawrence
The Princess Royal's daughter Zara is married to which English sportsman? Mike Tindall.,Mike Tindall
What is the common name for plants of the cheiranthus and erysimum genera? Wallflowers.,Wallflowers
"Seals, sea lions and walrus belong to which suborder of manunals? Pinnipedia.",Pinnipedia
Which meat is normally used in the dish osso buco? Veal.,Veal
Who is the regular appointed captain of the England Twenty20 cricket team as at September 2012? Stuart Broad.,Stuart Broad
Which actor's roles include the 'Man from Atlantis' and Bobby Ewing in 'Dallas'? Patrick Duffy.,Patrick Duffy
King Idris was deposed by whom in 1969? Colonel Muammar Gaddafi.,Colonel Muammar Gaddafi
Which National Trust property in Northumberland was the home of inventor and engineer William Armstrong? Cragside.,Cragside
How many fluid ounces are there in an American pint? 16.,16
In which classic novel does Bathsheba Everdene appear? Far from the Madding Crowd.,Far from the Madding Crowd
What is the medical study of trichology concerned with? Hair.,Hair
Friendship with unofficial advisor Adam Werrity led to the resignation of which Cabinet Minister in October 2011? Liam Fox.,Liam Fox
"Dodger, Oxford and Cobalt are shades of which colour? Blue.",Blue
What was the pen name of the short story writer H H Munro? Saki.,Saki
Apart from 1966 when was the only other year when England reached the semi-final of the FIFA world Cup? 1990.,1990
In 1983 Jenny Pitman became the first woman to train the winner of the Grand National. What was the name of the horse? Corbiere.,Corbiere
"Only two out of twelve countries in South America fail to share a land border with Brazil. Chile is one, what is the other? Ecuador.",Ecuador
Name the musical composer of 'The Mother Goose Suite'? Ravel.,Ravel
After which explorer is the international airport at Venice named? Marco Polo.,Marco Polo
Riyadh is the capital of which country? Saudi Arabia.,Saudi Arabia
"In Canterbury Tales, who is the first pilgrim to tell their story? The knight.",The knight
What word was used by Billy Batson to change into Captain Marvel? Shazam!.,Shazam!
"Which Turner Prize-winning sculptor designed the ArcelorMittal Orbit, a 22m. sculpture, for the London 2012 Olympic Park? Anish Kapoor.",Anish Kapoor
"What is the former name of the element Potassium, from which it takes its chemical symbol? Kalium.",Kalium
"The West Highland Highway runs from Milngavie, just outside Glasgow, to which town in the Highlands? Fort William.",Fort William
"Ralph M. Steinman won the 2011 Nobel Prize, despite having died before the prize was announced. In which Nobel field did he win? Medicine.",Medicine
Who was elected President of Ireland in November 2011? Michael D. Higgins.,Michael D. Higgins
Of what is pedology the study? Soil.,Soil
Lester B. Pearson Airport serves which Commonwealth city? Toronto.,Toronto
Which garden plant or shrub belongs to the genus Lonicera? Honeysuckle.,Honeysuckle
"In the CYMK colour model for printing, for what does the C stand? Cyan.",Cyan
"Sarah Lund is the central character in which Danish detective series, shown on BBC Four? The Killing.",The Killing
Which charity has been supported by the comedy called The Secret Policeman's Balls? Amnesty International.,Amnesty International
"Which space shuttle, it touched down in July 2011, brought NASA's shuttle programme to an end? Atlantis.",Atlantis
"""Jim Kerr is lead singer of which band, who had 1985 hit with """"Don't You (Forget About Me)""""?"" Simple Minds.",Simple Minds
Which former party leader is MP for Chingford and Woodford Green? Iain Duncan Smith.,Iain Duncan Smith
"Cecily Neville, Duchess of York, was the mother of two 15th c. Kings of England. Name either Edward IV and Richard III.",Edward IV and Richard III
"In measurement, which Greek letter is applied to the prefix micro-, equal to 10-6? mu.",mu
What is the flavouring of the liqueur Kahlua? Coffee.,Coffee
The South Downs Way runs from Winchester to which Sussex town? Eastbourne.,Eastbourne
"Malawi is bordered by Zambia, Mozambique, and which other country? Tanzania.",Tanzania
"Which Greek philosopher left Athens for the island of Euboea after the death of his pupil Alexander the Great, in fear of anti-Macedonian feeling? Aristotle.",Aristotle
Of what is philology the study? Language.,Language
"""Which Verdi opera includes 'The Anvil Chorus""""?"" Il Trovatore.",Il Trovatore
Which Premiership football side are nicknamed the Canaries? Norwich City.,Norwich City
What is the common name of garden plants in the Tagetes genus and Calendula genus? Marigolds.,Marigolds
"Which British PM served for the longest time, his single term of 20 years, 314 days being longer than even the combined multiple terms of any other Prime Minister? Robert Walpole.",Robert Walpole
"""Who wrote the novels """"A Week in December"""" and 'Birdsong""""?"" Sebastian Faulks.",Sebastian Faulks
"""Vocalist Roland Orzabal had the 1985 hit """"Everybody Wants to Rule the World' with which band?"" Tears for Fears.",Tears for Fears
Who was re-elected Prime Minister of Canada in May 2011? Stephen Harper.,Stephen Harper
"Which 2011 BBC drama series, starring Romola Garai and Ben Wishaw, centred around a 1950's current affairs TV programme? The Hour.",The Hour
David Walliams swam 140 miles of the River Thames in 2011 to raise funds for which charity? Sport Relief.,Sport Relief
Kingsford Smith Airport serves which Commonwealth city? Sydney.,Sydney
"Which left-handed golfer won the US Masters three times, in 2004, 2006, and 2010? Phil Mickelson.",Phil Mickelson
Lucy Snow is the heroine of which Charlotte Bronte novel? Villette.,Villette
Albert II is currently king of which country? Belgium.,Belgium
"In Shakespeare's Macbeth, King Duncan has two sons, one is Malcolm, name the other. Donalbain.",Donalbain
Who was the leader of the Labour Party when they were defeated in the 1979 General Election? James Callaghan.,James Callaghan
"Grey Street, named after Prime Minister Earl Grey, is a major street in which British city? Newcastle Upon Tyne.",Newcastle Upon Tyne
Which outlaw was shot and killed by Bob Ford? Jesse James.,Jesse James
Who presents the TV quiz show 'The Chase'? Bradley Walsh.,Bradley Walsh
"Which author, in 1859, founded the weekly magazine 'All The Year Round', a successor to 'Household Words'? Charles Dickens.",Charles Dickens
What type of which fish is an albacore? Tuna.,Tuna
Who was the captain of the Wales rugby union team who was sent off in the semi-final of the 2011 World Cup? Sam Warburton.,Sam Warburton
"In the Bible, which king of Israel was the husband of Jezebel? Ahab.",Ahab
Who was the manager of Burnley FC when they won promotion to the Premier League in 2009? Owen Coyle.,Owen Coyle
"Which US TV series, originally broadcast in the late 1980s and early 1990s, was set in the offices of McKenzie, Brackman, Chaney and Kuzak? L.A. Law.",L.A. Law
"In which year did the following events occur; Helen Sharman became the first Briton in space, Tim Berners-Lee established the first website and Robert Maxwell died? 1991.",1991
Who was the captain of the Pakistan Test cricket team sentenced in 2011 to 30 months imprisonment for betting irregularities? Salman Butt.,Salman Butt
Margrethe II is currently queen of which country? Denmark.,Denmark
"Which US TV show, originally broadcast in the late 1990s and early 2000s, was set in the offices of Boston law firm Cage and Fish? Ally McBeal.",Ally McBeal
"Who won Strictly Come Dancing, 2012? Louis Smith.",Louis Smith
Kett's Rebellion of 1549 took place in which county? Norfolk.,Norfolk
Who wrote the ballet 'The Three Cornered Hat' first performed in London in 1919? Manuel de Falla.,Manuel de Falla
"Who was the director of 'Twelve Angry Men', 'Serpico' and 'Network' who died in 2011? Sidney Lumet.",Sidney Lumet
"Which famous bridge, built in 1607, is the oldest bridge in Paris? Pont Neuf.",Pont Neuf
Which coastal West African country lies between Ghana and Benin? Togo.,Togo
"In 260, who was the only Roman Emperor captured as a prisoner of war? Valerian.",Valerian
"The two black aces and the two black eights is called the 'Dead Man's Hand' in poker, who is said to have been holding it when he was shot in the back in 1876? Wild Bill Hickok.",Wild Bill Hickok
Downton Abbey creator Julian Fellowes won an Oscar for best screenplay for which film? Gosford Park.,Gosford Park
Which Welsh-born woman became Australian Prime Minister in June 2010? Julia Gillard.,Julia Gillard
"Situated in the Brecon Beacons, the village of Penderyn is the only location in Wales that makes what product? Whisky.",Whisky
Which 8 times grand slam singles champion became Andy Murray's coach in 2011? Ivan Lendl.,Ivan Lendl
"""A character with what nickname appeared in """"Absolutely Fabulous,"""" """"The Wire"""" and in the second series of Big Brother in 2001?"" Bubbles.",Bubbles
"""The-new Boeing """"Dreamliner"""" aircraft has which numerical designation?"" 787.",787
Which country has the highest population of Roman Catholics? Brazil.,Brazil
Which country deposed King Gyanendra in 2008? Nepal.,Nepal
"""What is the name of the so called """"God Particle"""", evidence for the existence of which is being sought at the Large Hadron Collider in Switzerland?"" Higgs Boson.",Higgs Boson
The name of the NRL rugby league club South Sydney is completed by what animal-related name? Rabbitohs.,Rabbitohs
Delta Airlines is based in which US city? Atlanta.,Atlanta
Which is the only independent African country to have Spanish as an official language? Equatorial Guinea.,Equatorial Guinea
"The axolotl is the tadpole form of what creature found in Mexico and the USA. It is unusual in that it attains maturity and reproduces in the tadpole, or larval, stage of amphibian metamorphosis? Salamander.",Salamander
"""Andy Partridge and Colin Moulding formed which Swindon band, whose albums include """"Drums and Wire,"""" """"Oranges and Lemons"""" and """"English Settlement""""?"" XTC.",XTC
"In the BBC's 2011 reincarnation of Sherlock Holmes, who plays housekeeper Mrs Hudson? Una Stubbs.",Una Stubbs
"What is the alternative name of vitamin B2, useful in breaking down protein, fat and carbohydrates? Riboflavin.",Riboflavin
Who replaced Jeff Stelling as host of Channel 4's Countdown? Nick Hewer.,Nick Hewer
Who was the professor of radio astronomy at Manchester University who founded the Jodrell Bank Observatory and after whom the telescope he built has been renamed? Bernard Lovell.,Bernard Lovell
"Which festival originated in 1810 in celebration of the marriage of the crown prince of Bavaria, who later became King Ludwig I, to Princess Therese von Sachsen-Hildburghausen? Oktoberfest.",Oktoberfest
Which town in County Fermanagh has a famous pottery works? Belleek.,Belleek
"Since September 1997, what has been the rate of VAT on domestic fuel, the lowest permitted under EU law? 5%.",5%
"""Krist Novoselic and Dave Grohl were two thirds of which band, formed in Aberdeen (Washington State) whose albums include """"Bleach"""" and """"In Utero""""?"" Nirvana.",Nirvana
The name of the NRL rugby league club Manly is completed by what animal-related name? Sea Eagles.,Sea Eagles
Who succeeded Dale Winton as presenter of 'Pick of the Pops' in 2010? Tony Blackburn.,Tony Blackburn
"""Who plays Miranda Hart's mother in the TV series """"Miranda"""" and is seen dancing with her in the closing credits?"" Patricia Hodge.",Patricia Hodge
'Who was appointed Secretary of State for Work and Pensions after the 2010 General Election? Iain Duncan Smith.,Iain Duncan Smith
What single word can be a piece in chess and in draughts and a playing card? King.,King
"The 2010 Winter Olympic skiing and sliding events took place in what town, approximately 75 miles north of Vancouver? Whistler.",Whistler
Portia Simpson-Miller became the first woman Prime Minister of which Commonwealth country? Jamaica.,Jamaica
"What name for a female servant is taken from the wife of Nabal in the Old Testament, after whose death she married David? Abigail.",Abigail
"""What veteran singer songwriter released the 2011 album """"50 Words For Snow""""?"" Kate Bush.",Kate Bush
St Mungo also known as St Kentigern is patron city of which UK city? Glasgow.,Glasgow
"Which American painter and illustrator born in 1894, was famous for scenes of everyday life that appeared in Saturday Post magazine? Norman Rockwell.",Norman Rockwell
What form of food poisoning is derived from the Latin word for a sausage? Botulism.,Botulism
"Ye Olde Trip To Jerusalem claims to be the oldest pub in England, in which city is it? Nottingham.",Nottingham
"The Lusitania was sunk, with much loss of life, on May 7th of which year? 1915.",1915
For what commodity is Alkmaar in Holland famous? Cheese.,Cheese
"Michael Phelps has won 22 Olympic medals, more than any other person, how many of these were Gold? 18.",18
In which city was the Alfa Romeo car company founded in 1910? Milan.,Milan
In which county is Peveril Castle? Derbyshire.,Derbyshire
Who was the architect for the proposed Liverpool Metropolitan Cathedral begun in 1933 of which only the crypt was completed? Sir Edwin Lutyens.,Sir Edwin Lutyens
"Who, in 1947 at the age of 31, became the youngest Cabinet Minister since Pitt the Younger when he was appointed President of the Board of Trade? Harold Wilson.",Harold Wilson
"After whom is the oyster dish, invented in New Orleans in 1899, named because of the intense richness of the sauce? Oysters Rockefeller.",Oysters Rockefeller
What is the name of the huge pre-Roman hill fort near Dorchester? Maiden Castle.,Maiden Castle
"Bolivia is one of two landlocked countries in South America, name the other. Paraguay.",Paraguay
What is the currency of Bolivia? Boliviano.,Boliviano
In which sport or game is Judit Polgar the highest ranked female although she has never taken part in the Women's World Championship? Chess.,Chess
Who wrote the novel 'High Fidelity'? Nick Hornby.,Nick Hornby
The airship Hindenburg caught fire and was destroyed on May 6th of which year? 1937.,1937
"Which US singer has had albums called 'Daydream', 'Butterfly', 'Rainbow' and 'Glitter'? Mariah Carey.",Mariah Carey
Who wrote the poetry collection 'The Whitsun Weddings'? Philip Larkin.,Philip Larkin
Who won an Oscar for her role as 'Mammy' in 'Gone With The Wind'? Hattie McDaniel.,Hattie McDaniel
For what commodity is Keukenhof in Holland famous? Tulips.,Tulips
Who wrote 'The Empire of The Sun'? J. G. Ballard.,J. G. Ballard
From which musical does the song 'If My Friends Could See Me Now' come? Sweet Charity.,Sweet Charity
Sephardic Jews were exiled from which country (Sepharad is the Hebrew name for that country)? Spain.,Spain
Who resigned from the post of Home Secretary in 1972 because of his involvement with the architect John Poulson? Reginald Maudling.,Reginald Maudling
What was the alias used by Salman Rushdie during his period in hiding after his 1989 fatwa? It is also the title of his latest book. Joseph Anton.,Joseph Anton
Minnesota borders which of the Great Lakes? Lake Superior.,Lake Superior
"What kind of arcade machine might have flippers, bumpers and stand-up targets and be stopped by a 'tilt'? Pinball machine.",Pinball machine
"Which UK singer has had albums 'Spirit', 'Echo' and 'Glassheart' Leona Lewis.",Leona Lewis
"At the end of October 2012, New York and the east coast of America were battered by which hurricane? Sandy.",Sandy
Who composed the 'Warsaw Concerto'? Richard Addinsell.,Richard Addinsell
Who created the Yorkshire detectives 'Dalziel and Pascoe'? Reginald Hill.,Reginald Hill
Who was known as 'The Million Dollar Mermaid'? Esther Williams.,Esther Williams
"The car company Auto Union was formed in 1932 by the amalgamation of four manufacturers, by what name is it now known? Audi.",Audi
Who wrote the play 'Private Lives'? Noel Coward.,Noel Coward
What is the title of Hilary Mantel's book that won her a second Man Booker Prize? Bring up the bodies.,Bring up the bodies
Which astronomer coined the term 'Big Bang'? Fred Hoyle.,Fred Hoyle
Which composer wrote a 'German Requiem'? Brahms.,Brahms
In which constituency was Chris Huhne elected as MP in 2005? Eastleigh.,Eastleigh
Which Liberal Democrat MP succeeded Chris Huhne as Secretary of State for Energy and Climate Change in 2012? Ed Davey.,Ed Davey
Who is credited with inventing the bifocal lens? Benjamin Franklin.,Benjamin Franklin
Where in North Carolina did the Wright Brothers first flight take place? Kitty Hawk.,Kitty Hawk
'Lungs' is the 2009 debut album by which indie rock band? Florence and the Machine.,Florence and the Machine
"Which American author, born in Des Moines, Iowa, was Chancellor of Durham University from 2005 to 2011? Bill Bryson.",Bill Bryson
What judicial office does Lord Dyson hold? Master of the Rolls.,Master of the Rolls
Which Master of the Rolls produced the 1963 report into the Profumo Affair? Lord Denning.,Lord Denning
Which team won the 2012 Baseball World Series? The San Francisco Giants.,The San Francisco Giants
"The American TV series 'Elementary', featuring Sherlock Holmes in a modern setting, is set in which city? New York.",New York
What is the real name of Doris Day? Doris Kappelhoff.,Doris Kappelhoff
What is the English title of the Verdi opera `Un Ballo in Maschera'? A Masked Ball.,A Masked Ball
What is the English title of the Stravinsky ballet 'Le Sacre du Printemps'? The Rite of Spring.,The Rite of Spring
The original TV series 'CSI' was set in which American city? Las Vegas.,Las Vegas
Which family of garden birds has the Latin name Paridae? Tits.,Tits
What is the name of the Royal Horticultural Society's garden in Surrey? Wisley.,Wisley
"How long, in feet, is a tennis court? 78.",78
In which British city would you find Shrub Hill railway station? Worcester.,Worcester
Which Jane Austen novel begins 'The family of Dashwood had long been settled in Sussex'? Sense and Sensibility.,Sense and Sensibility
Which former England cricket captain died in December 2012? Tony Greig.,Tony Greig
In which British city would you find Snow Hill Railway Station? Birmingham.,Birmingham
In which war did the battle of Coronel take place? The First World War.,The First World War
Give a year in the life of the artist Anthony van Dyck. 1599-1641.,1599-1641
Who wrote the novel 'The Cement Garden'? Ian McEwan.,Ian McEwan
What is another name for the plant Deadly Nightshade? Belladonna.,Belladonna
Under what name were the cloth dolls designed in 1976 by Xavier Roberts as 'Little People' marketed? Cabbage Patch Kids.,Cabbage Patch Kids
Who wrote the novel 'Birdsong'? Sebastian Faulks.,Sebastian Faulks
Larkspur is another name for which perennial plants? Delphinium.,Delphinium
Who was the father of the disciples James and John? Zebedee.,Zebedee
Bq is the symbol for which SI derived unit? Becquerel.,Becquerel
'Walk the Line' was a film about which singer? Johnny Cash.,Johnny Cash
The Rye House Plot was against which monarch? Charles II.,Charles II
Which actor played George Cowley in the ITV series 'The Professionals'? Gordon Jackson.,Gordon Jackson
"Which play that premiered in 1956, featured the character Jimmy Porter? Look back in anger.",Look back in anger
Which 20th century conflict had the code name Operation Corporate? The Falklands War.,The Falklands War
The eighteenth century Treaty of Utrecht was signed by the belligerents of which war? The War of the Spanish Succession.,The War of the Spanish Succession
"In which year did two jumbo jets collide at Tenerife airport, killing 583 people? 1977.",1977
Newcastle United striker Demba Ba plays international football for which country? Senegal.,Senegal
Which actress played Agatha Christie's Miss Marple in five films? Margaret Rutherford.,Margaret Rutherford
What was the former name of the African city of Harare? Salisbury.,Salisbury
Who wrote the 1927 novel 'To the Lighthouse'? Virginia Woolf.,Virginia Woolf
Who was the author of the 1938 novel 'Scoop'? Evelyn Waugh.,Evelyn Waugh
Droitwich and Kidderminster are towns in which English county? Worcestershire.,Worcestershire
In which year was the fifty pence piece first issued? 1969.,1969
Who was the only US President to remain a bachelor? James Buchanan.,James Buchanan
Who was the Roman equivalent of the Greek goddess Athena? Minerva.,Minerva
Which Charles Dickens novel follows the life of Nell Trent and her grandfather? The Old Curiosity Shop.,The Old Curiosity Shop
Queens Park Rangers defender Jose Bosingwa plays international football for which country? Portugal.,Portugal
Which actor plays Detective Inspector Alan Banks in the ITV series 'DCI Banks'? Stephen Tompkinson.,Stephen Tompkinson
"The song 'Memory', is a show tune from which musical? Cats.",Cats
Ciampino Airport serves which European city? Rome.,Rome
"If you landed at Linate Airport, which European city would you be in? Milan.",Milan
"The song 'I Know Him So Well', is a song from which musical? Chess.",Chess
"In the 1966 film 'Carry on Cowboy', who plays The Rumpo Kid? Sid James.",Sid James
Who preceded Nicolas Sarkozy as President of France? Jacques Chirac.,Jacques Chirac
Thomas Gradgrind and Josiah Bounderby are characters in which Charles Dickens novel? Hard Times.,Hard Times
Who was the Greek equivalent of the Roman god Vulcan? Hephaestus.,Hephaestus
Gainsborough and Stamford are towns in which English county? Lincolnshire.,Lincolnshire
Who was the Chancellor of West Germany at the time of the reunification of East and West Germany? Helmut Kohl.,Helmut Kohl
Which actress won the Best Actress Oscar for the 1989 film 'Driving Miss Daisy'? Jessica Tandy.,Jessica Tandy
Which actor plays the Earl of Grantham in the ITV series 'Downton Abbey'? Hugh Bonneville.,Hugh Bonneville
"In musical terminology, which word describes bouncing the bow lightly on the strings? Spiccato.",Spiccato
Which Premiership rugby union team play their home games at The Recreation Ground? Bath.,Bath
"Who was the Government Chief Whip who resigned in October 2012, following accusation that he swore at police officers and called them 'plebs'? Andrew Mitchell.",Andrew Mitchell
Which hero of science fiction was created by Alex Raymond? Flash Gordon.,Flash Gordon
In which Puccini opera does Minnie own a saloon called The Polka? La Fanciulla del West.,La Fanciulla del West
"Proxima Centauri, the nearest known star to the Sun, is classified as what type of star? Red dwarf.",Red dwarf
Which edible plant is also known as Lady's Fingers or Gumbo? Okra.,Okra
Whom did George Entwistle succeed as Director General of the BBC in 2012? Mark Thompson.,Mark Thompson
Who was the captain of the victorious West Indies cricket team which won the 2012 T20 World Cup? Darren Sammy.,Darren Sammy
The plant kniphofia is more commonly known by what name? Red hot poker.,Red hot poker
Approximately 95% of the atmosphere of Mars consists of which gas? Carbon dioxide.,Carbon dioxide
The columns of the Parthenon in Athens are a famous example of which architectural style? Doric.,Doric
"Which Scottish King died in 1329 from a skin disease, rumoured to have been leprosy? Robert the Bruce.",Robert the Bruce
In mythology what was the name of the girl who wove so beautifully that the jealous goddess Athene turned her into a spider? Arachne.,Arachne
Which spice gives curry its traditional yellow colour? Turmeric.,Turmeric
Which professional baker is a judge on 'The Great British Bake-Off' alongside Mary Berry? Paul Hollywood.,Paul Hollywood
Who directed the 2011 Hollywood version of 'The Girl With The Dragon Tattoo'? David Fincher.,David Fincher
Which South African batsman scored 311 not out against England at the Oval in July 2012? Hashim Amla.,Hashim Amla
What is the more common name for the condition Circadian Dysrhythmia? Jet lag.,Jet lag
What was the name of the parrot who taught Doctor Dolittle to talk to the animals? Polynesia.,Polynesia
"Who wrote the novel 'The Secret Agent', first published in 1907? Joseph Conrad.",Joseph Conrad
Which long-running Radio 4 panel game was created by Ian Messiter? Just a minute.,Just a minute
Who replaced Chris Moyles as presenter of the Radio One Breakfast Show in September 2012? Nick Grimshaw.,Nick Grimshaw
Which brewery produces the beer 'Spitfire'? Shepherd Neame.,Shepherd Neame
Who composed the opera 'The Cunning Little Vixen'? Leos Janacek.,Leos Janacek
On which Scottish island is the former Labour Party leader John Smith buried? Iona.,Iona
Who played the title role in the 2012 ITV drama series 'Mrs Biggs'? Sheridan Smith.,Sheridan Smith
In which country was BBC newsreader George Alagiah born? Sri Lanka.,Sri Lanka
"Which Welsh group, fronted by Dave Edmunds, had a hit single in 1968 with a version of Khachaturian's 'Sabre Dance'? Love Sculpture.",Love Sculpture
What is the title of the BBC drama series starring Dominic West which centres on a current-affairs TV show in the 1950s? The Hour.,The Hour
"Which ITV newsreader moderated the first ever UK leaders debate in April 2010 between Gordon Brown, David Cameron and Nick Clegg? Alastair Stewart.",Alastair Stewart
Who painted 'A Bigger Splash' in 1967? David Hockney.,David Hockney
From which language does the word 'ghetto' originate? Italian.,Italian
Who was the US team captain at the 2012 Ryder Cup? Davis Love III.,Davis Love III
To which order of monks do Trappists belong? Cistercians.,Cistercians
Which author created the detective Harry Hole? Jo Nesbo.,Jo Nesbo
"""In chemistry, what is the term for a water-soluble base? It derives its name from the Arabic word for """"ashes."""""" Alkali.",Alkali
"Unst, Yell and Fetlar are part of which island group? Shetland Islands.",Shetland Islands
In Greek mythology who was the husband of Helen? Menelaus.,Menelaus
Stephen Blackpool is a character in which Dickens novel? Hard Times.,Hard Times
"Havana Brown, Blue Russian and Devon Rex are varieties of which, animal? Cat.",Cat
What is the state capital of West Virginia? Charleston.,Charleston
Capuchins belong to which larger religious order of monks? Franciscans.,Franciscans
What series name is given to the trilogy of novels by Stieg Larsson which feature the character Lisbeth Salander? Millennium.,Millennium
"Mahe, Praslin and Silhouette are part of which island group? The Seychelles.",The Seychelles
In which year was the Panama Canal opened? 1914.,1914
Which wine producing region of France is famous for its Medoc and St Emilion wines? Bordeaux.,Bordeaux
What is the chemical formula for Ammonia? NH3.,NH3
"Only two flags of the world are square, one is Switzerland, what is the other one? Vatican City.",Vatican City
In Greek mythology who was the husband of Hecuba? Priam.,Priam
Which Frenchman first explored the St Lawrence River from 1534-1536 and 1541-1542? Jacques Cartier.,Jacques Cartier
"Holland Lop, Flemish Giant and New Zealand White are breeds of which animal? Rabbit.",Rabbit
"Taking its name from the Greek word for 'delight', which school of philosophy believes that pleasure is the only intrinsic good? Hedonism.",Hedonism
"Whom did Peter Fleming partner when they won the Wimbledon men's doubles title in 1979, 1981, 1983 and 1984? John McEnroe.",John McEnroe
"In the Iliad, which Greek hero killed the Trojan leader Hector? Achilles.",Achilles
Who wrote the 1987 Booker Prize winning novel 'Moon Tiger'? Penelope Lively.,Penelope Lively
Which wine producing area of France is famous for wines such as Beaune and Nuits Saint-Georges? Burgundy.,Burgundy
What is the chemical formula for methane? CH4.,CH4
"Which branch of philosophy, derived from the Greek word for a porch was founded by Zeno of Citium? Stoicism.",Stoicism
"Anatomically, of what is nephrology the study? The kidney.",The kidney
"Glenda Jackson won two Best Actress Oscars, one was for 'Women in Love' but which 1973 film earned her a second Oscar? A Touch of Class.",A Touch of Class
"During the Trojan War, who was killed by the Trojans whilst wearing Achilles' armour? Patroclus.",Patroclus
"Whom did Pam Shriver partner when they won the Wimbledon ladies doubles title in 1981, 1982, 1983, 1984 and 1986? Martina Navratilova.",Martina Navratilova
Which duo's films included Rio Rita' and The Wistful Widow of Wagon Gap'? Abbott and Costello.,Abbott and Costello
Which city did Rome destroy at the end of the Second Punic War? Carthage.,Carthage
Who was the first Rugby Union player to play 100 games for England? Jason Leonard.,Jason Leonard
Of what is malacology the study? Molluscs.,Molluscs
"In Greek myth, who was the husband of Helen of Troy? Menelaus.",Menelaus
Which group had No.1 albums with Southside in 1989 and White on Blonde in 1997? Texas.,Texas
What is the birthstone for the month of May? Emerald.,Emerald
In which of the United States is the Iditarod Trail? Alaska.,Alaska
Which daughter of the King of Tyre traditionally founded Carthage? Dido.,Dido
Of what is mycology the study? Fungi.,Fungi
Who was the most famous son of Philip of Macedon? Alexander the Great.,Alexander the Great
In 1834 which British prime minister presented the Tamworth Manifesto. forming the basis of the modem Conservative Party? Sir Robert Peel.,Sir Robert Peel
How is the harebell more commonly known in Scotland? Bluebell.,Bluebell
"Which author created The Toff , The Baron and Gideon of Scotland Yard? , John Creasey.",John Creasey
"Which group had No. 1 albums with OK, Computer in 1997 and In Rainbows in 2007? Radiohead.",Radiohead
"Godthaab was the former name of which capital city? Nuuk, Greenland.","Nuuk, Greenland"
"What, by number of verses is the longest book in the Old Testament? Psalms.",Psalms
What is the capital of Honduras? Tegucigalpa.,Tegucigalpa
"On TV, who provides the voice for Bob the Builder? Neil Morrissey.",Neil Morrissey
The name of which chemical element means 'water-producing'? Hydrogen.,Hydrogen
