prompt,answer
St Boniface Down is the highest point of which British island? Isle of Skye.,Isle of Wight
Sgurr Alasdair is the highest point of which British island? Isle of Wight.,Skye
In which county is Silverstone motor racing circuit? Lancashire.,Northamptonshire
"""Which sibling trio had top ten hits in 1984 with """"Automatic"""" and """"Jump""""?"" The Bee Gees.",The Pointer Sisters
Which well known author was born David John Cornwell in 1931? Stephen King.,John le Carré
Which breakfast cereal was invented by Henry Perky in 1893? Froot Loops.,Shredded wheat
In which sport did Britain's Peter Wilson win a gold medal at the 2012 Olympics? Swimming.,Shooting
What is the state capital of Wisconsin? Green Bay.,Madison
In which year did Elvis Presley die? Elvis Presley died in 1985.,1977
During the second Sudanese war in which battle in September 1898 did General Kitchener inflict a crushing defeat on the Dervishes? Battle of Waterloo.,Omdurman
During the Indian Mutiny in which town was the British Residency besieged by mutineers from June until November 1857 before being relieved by General Campbell? Delhi.,Lucknow
Which subspecies of tiger is the largest member of the cat family? Lion.,The Siberian tiger
"""Who wrote the play """"Miss Julie"""" in 1888?"" Oscar Wilde.",August Strindberg
"""Who directed the film """"Burn After Reading""""?"" Quentin Tarantino.",The Coen brothers
In which English county is Alnwick? Kent.,Northumberland
In which US state is the Mohawk river situated? California.,New York
"""Which author's first autobiography was entitled """"Boy:Tales of Childhood""""?"" CS Lewis.",Roald Dahl
Which former Labour MP and government minister contested the election for Mayor of London with Ken Livingstone? Boris Johnson.,Frank Dobson
Who chairs the BBC radio and TV panel show 'Just A Minute'? Stephen Fry.,Nicholas Parsons
Which musical features the song 'Getting to know you'? The Sound of Music.,The King and I
Which Shakespeare play is set during the Trojan War? Macbeth.,Troilus and Cressida
Shakespeare's play Measure for Measure is mainly set in which city? Naples.,Vienna
"Who was the writer of the novels 'Sad Cypress', 'N or M' and 'Sparkling Cyanide'? JK Rowling.",Agatha Christie
"Who wrote the novels The Light that Failed', 'Captains Courageous' and 'Stalky and Co'? Jules Verne.",Rudyard Kipling
What was the first name of Denis Compton's elder brother? Albert.,Leslie
"In which town was Oliver Cromwell born, in 1599? London.",Huntingdon
"In which city was Dr Samuel Johnson born, in 1709? Edinburgh.",Lichfield
In which Australian state is Mount Kosciusko? Victoria.,New South Wales
In which Australian state is Lake Eyre? Victoria.,South Australia
In the Bible who became leader of the Israelites after the death of Moses? Aaron.,Joshua
Who succeeded Nikita Khrushchev as leader of the Soviet Union in 1964? Leonid Trotsky.,Leonid Brezhnev
Who succeeded Konstantin Chernenko as Soviet leader in 1985? Boris Yeltsin.,Mikhail Gorbachev
What is the SI unit of Electrical Charge? Ohm.,Coulomb
Which US state is known as the Hoosier State? Ohio.,Indiana
Which unit of the Territorial Army and Volunteer Reserve is abbreviated to HAC? Household Cavalry.,Honourable Artillery Company
"Prior to the US Dollar, what was the currency of Ecuador? Pound Sterling.",The Sucre
On which West Indian island is the volcano Mount Pelee situated? Saint Lucia.,Martinique
In the recent London Olympics where were the rowing events held? River Thames.,Dorney Lake
Stephen Hester is the CEO of which bank? Barclays.,Royal Bank of Scotland
Which US space shuttle exploded shortly after take-off in January 1986? Endeavour.,Challenger
What are the chemically identical species of atom with the same atomic number but different mass numbers called? Molecules.,Isotopes
Who was UN chief weapons inspector in Iraq from January 2000-June 2003? Hans Zimmer.,Hans Blix
"""Who released the 1995 hit album """"Jagged Little Pill""""?"" Celine Dion.",Alanis Morissette
"Who, in 1642, constructed a mechanical calculating machine? Leonardo da Vinci.",Blaise Pascal
From which fruit was marmalade originally made? Strawberries.,Quince
"""Who directed the 1939 film """"Gone With The Wind""""?"" Alfred Hitchcock.",Victor Fleming
Of what is a carrick bend a type? A musical instrument.,A knot
"""Who had a 1995 hit album with """"Stanley Road""""?"" Oasis.",Paul Weller
Eleanor of Aquitaine was married to which English king? Henry I.,Henry II
In which year was HRH Prince Harry born; the first Apple Macintosh went on sale; the UK coal industry strike began? 1978.,1984
Which NW Algerian town was the HQ of the French Foreign Legion? Casablanca.,Sidi-bel-Abbes
"""Who directed the 1943 film """"Casablanca""""?"" Alfred Hitchcock.",Michael Curtiz
"What speeds up a chemical reaction, but is itself left unchanged? Sugar.",A catalyst
"""Which Greek dramatist wrote """"The Birds"""", """"The Frogs"""", """"The Wasps"""", etc?"" Sophocles.",Aristophanes
(Stephen Patrick) Morrissey came to prominence in the 1980's with which alternative rock band? REM.,The Smiths
Roller (Inline) hockey comprises of how many members per team? Seven.,5
"The entertainment company, Cirque de Soleil, has its HQ in which city? Las Vegas.","Montreal, Canada"
"Opened in July, 1955, where is Disneyland Park, Disney's first? Paris.","Anaheim, California"
"""Which Irish group released the albums """"Talk on Corners"""", """"Home"""", etc?"" U2.",The Corrs
"What sport was founded at the George Hotel, Huddersfield in 1895? Cricket.",Rugby League
"""Who directed the 1995 film """"One Flew Over the Cuckoo's Nest'?"" Steven Spielberg.",Milos Forman
Which 2011 French romantic comedy-drama became the most awarded film in French film history? Amélie.,The Artist
"Which American actress/singer, etc is the daughter of Maureen O'Sullivan? Beyoncé.",Mia Farrow
Puffins are any of three small species of which seabird family? Pelican.,Alcidae
Which Yorkshire born track and field athlete is the current Olympic heptathlon champion. She was awarded the CBE in 2013? Mo Farah.,Jessica Ennis-Hill
Which mammal of the order Pholidota is the only one to have keratin scales on its skin? Armadillo.,Pangolin
What is the southernmost tip of the Florida Keys? Marathon Key.,Key West
"What was the maiden name of six famous sisters: Diana, Jessica, Unity, Nancy, Deborah, and Pamela? Spencer.",Mitford
"In the story of the creation in the Bible, what did God create first? Mount Everest.",Light
What was the name of the character played by Penelope Keith in 'To the Manor Born'? Lady Marjorie Bellamy.,Audrey fforbes-hamilton
Alexandra of Denmark was married to which English king? Henry VIII.,Edward VII
The National Trust property Clouds Hill in Dorset was the home of which military man and writer? Winston Churchill.,T E Lawrence
The Princess Royal's daughter Zara is married to which English sportsman? David Beckham.,Mike Tindall
What is the common name for plants of the cheiranthus and erysimum genera? Dandelion.,Wallflowers
"Seals, sea lions and walrus belong to which suborder of manunals? Cetacea.",Pinnipedia
Which meat is normally used in the dish osso buco? Chicken.,Veal
Who is the regular appointed captain of the England Twenty20 cricket team as at September 2012? Alastair Cook.,Stuart Broad
Which actor's roles include the 'Man from Atlantis' and Bobby Ewing in 'Dallas'? Tom Selleck.,Patrick Duffy
King Idris was deposed by whom in 1969? Queen Elizabeth II.,Colonel Muammar Gaddafi
Which National Trust property in Northumberland was the home of inventor and engineer William Armstrong? Bamburgh Castle.,Cragside
How many fluid ounces are there in an American pint? 20 fluid ounces.,16
In which classic novel does Bathsheba Everdene appear? Pride and Prejudice.,Far from the Madding Crowd
What is the medical study of trichology concerned with? The study of reptiles.,Hair
Friendship with unofficial advisor Adam Werrity led to the resignation of which Cabinet Minister in October 2011? Michael Gove.,Liam Fox
"Dodger, Oxford and Cobalt are shades of which colour? Green.",Blue
What was the pen name of the short story writer H H Munro? Mark Twain.,Saki
Apart from 1966 when was the only other year when England reached the semi-final of the FIFA world Cup? 1982.,1990
In 1983 Jenny Pitman became the first woman to train the winner of the Grand National. What was the name of the horse? Red Rum.,Corbiere
"Only two out of twelve countries in South America fail to share a land border with Brazil. Chile is one, what is the other? Peru.",Ecuador
Name the musical composer of 'The Mother Goose Suite'? Ludwig van Beethoven.,Ravel
Riyadh is the capital of which country? Spain.,Saudi Arabia
"In Canterbury Tales, who is the first pilgrim to tell their story? The Pardoner.",The knight
What word was used by Billy Batson to change into Captain Marvel? Abracadabra.,Shazam!
"Which Turner Prize-winning sculptor designed the ArcelorMittal Orbit, a 22m. sculpture, for the London 2012 Olympic Park? Damien Hirst.",Anish Kapoor
"What is the former name of the element Potassium, from which it takes its chemical symbol? Pandemonium.",Kalium
"The West Highland Highway runs from Milngavie, just outside Glasgow, to which town in the Highlands? Aberdeen.",Fort William
"Ralph M. Steinman won the 2011 Nobel Prize, despite having died before the prize was announced. In which Nobel field did he win? Literature.",Medicine
Who was elected President of Ireland in November 2011? Enda Kenny.,Michael D. Higgins
Of what is pedology the study? Pedology is the study of feet.,Soil
Lester B. Pearson Airport serves which Commonwealth city? Sydney.,Toronto
Which garden plant or shrub belongs to the genus Lonicera? Rhododendron.,Honeysuckle
"In the CYMK colour model for printing, for what does the C stand? Caramel.",Cyan
Which charity has been supported by the comedy called The Secret Policeman's Balls? Doctors Without Borders.,Amnesty International
"Which space shuttle, it touched down in July 2011, brought NASA's shuttle programme to an end? Challenger.",Atlantis
"""Jim Kerr is lead singer of which band, who had 1985 hit with """"Don't You (Forget About Me)""""?"" Tears for Fears.",Simple Minds
Which former party leader is MP for Chingford and Woodford Green? David Cameron.,Iain Duncan Smith
"In measurement, which Greek letter is applied to the prefix micro-, equal to 10-6? Lambda (λ).",mu
What is the flavouring of the liqueur Kahlua? Hazelnut.,Coffee
The South Downs Way runs from Winchester to which Sussex town? Chichester.,Eastbourne
"Malawi is bordered by Zambia, Mozambique, and which other country? Zimbabwe.",Tanzania
"Which Greek philosopher left Athens for the island of Euboea after the death of his pupil Alexander the Great, in fear of anti-Macedonian feeling? Plato.",Aristotle
Of what is philology the study? Philology is the study of plants.,Language
"""Which Verdi opera includes 'The Anvil Chorus""""?"" Tosca.",Il Trovatore
Which Premiership football side are nicknamed the Canaries? Manchester United.,Norwich City
What is the common name of garden plants in the Tagetes genus and Calendula genus? Daffodil.,Marigolds
"Which British PM served for the longest time, his single term of 20 years, 314 days being longer than even the combined multiple terms of any other Prime Minister? Boris Johnson.",Robert Walpole
"""Who wrote the novels """"A Week in December"""" and 'Birdsong""""?"" JK Rowling.",Sebastian Faulks
"""Vocalist Roland Orzabal had the 1985 hit """"Everybody Wants to Rule the World' with which band?"" Duran Duran.",Tears for Fears
Who was re-elected Prime Minister of Canada in May 2011? Jean Chrétien.,Stephen Harper
David Walliams swam 140 miles of the River Thames in 2011 to raise funds for which charity? Greenpeace.,Sport Relief
Kingsford Smith Airport serves which Commonwealth city? Auckland.,Sydney
"Which left-handed golfer won the US Masters three times, in 2004, 2006, and 2010? Jack Nicklaus.",Phil Mickelson
Lucy Snow is the heroine of which Charlotte Bronte novel? Jane Eyre.,Villette
Albert II is currently king of which country? Spain.,Belgium
Who was the leader of the Labour Party when they were defeated in the 1979 General Election? Harold Wilson.,James Callaghan
"Grey Street, named after Prime Minister Earl Grey, is a major street in which British city? Liverpool.",Newcastle Upon Tyne
Which outlaw was shot and killed by Bob Ford? Billy the Kid.,Jesse James
Who presents the TV quiz show 'The Chase'? Simon Cowell.,Bradley Walsh
"Which author, in 1859, founded the weekly magazine 'All The Year Round', a successor to 'Household Words'? Mark Twain.",Charles Dickens
What type of which fish is an albacore? Salmon.,Tuna
Who was the captain of the Wales rugby union team who was sent off in the semi-final of the 2011 World Cup? Gareth Thomas.,Sam Warburton
"In the Bible, which king of Israel was the husband of Jezebel? King Solomon.",Ahab
Who was the manager of Burnley FC when they won promotion to the Premier League in 2009? Alex Ferguson.,Owen Coyle
"Which US TV series, originally broadcast in the late 1980s and early 1990s, was set in the offices of McKenzie, Brackman, Chaney and Kuzak? ""Cheers"".",L.A. Law
"In which year did the following events occur; Helen Sharman became the first Briton in space, Tim Berners-Lee established the first website and Robert Maxwell died? 1995.",1991
Who was the captain of the Pakistan Test cricket team sentenced in 2011 to 30 months imprisonment for betting irregularities? Inzamam-ul-Haq.,Salman Butt
Margrethe II is currently queen of which country? Spain.,Denmark
"Which US TV show, originally broadcast in the late 1990s and early 2000s, was set in the offices of Boston law firm Cage and Fish? Friends.",Ally McBeal
"Who won Strictly Come Dancing, 2012? Beyoncé.",Louis Smith
Kett's Rebellion of 1549 took place in which county? Yorkshire.,Norfolk
Who wrote the ballet 'The Three Cornered Hat' first performed in London in 1919? Igor Stravinsky.,Manuel de Falla
"Who was the director of 'Twelve Angry Men', 'Serpico' and 'Network' who died in 2011? Martin Scorsese.",Sidney Lumet
"Which famous bridge, built in 1607, is the oldest bridge in Paris? Brooklyn Bridge.",Pont Neuf
Which coastal West African country lies between Ghana and Benin? Nigeria.,Togo
"In 260, who was the only Roman Emperor captured as a prisoner of war? Nero.",Valerian
"The two black aces and the two black eights is called the 'Dead Man's Hand' in poker, who is said to have been holding it when he was shot in the back in 1876? Doc Holliday.",Wild Bill Hickok
Downton Abbey creator Julian Fellowes won an Oscar for best screenplay for which film? Sense and Sensibility.,Gosford Park
Which Welsh-born woman became Australian Prime Minister in June 2010? Dame Enid Lyons.,Julia Gillard
"Situated in the Brecon Beacons, the village of Penderyn is the only location in Wales that makes what product? Swiss chocolate.",Whisky
Which 8 times grand slam singles champion became Andy Murray's coach in 2011? Pete Sampras.,Ivan Lendl
"""A character with what nickname appeared in """"Absolutely Fabulous,"""" """"The Wire"""" and in the second series of Big Brother in 2001?"" Samantha.",Bubbles
"""The-new Boeing """"Dreamliner"""" aircraft has which numerical designation?"" Boeing 797.",787
Which country has the highest population of Roman Catholics? India.,Brazil
Which country deposed King Gyanendra in 2008? Thailand.,Nepal
"""What is the name of the so called """"God Particle"""", evidence for the existence of which is being sought at the Large Hadron Collider in Switzerland?"" Neutrino.",Higgs Boson
The name of the NRL rugby league club South Sydney is completed by what animal-related name? Koalas.,Rabbitohs
Delta Airlines is based in which US city? Chicago.,Atlanta
Which is the only independent African country to have Spanish as an official language? Morocco.,Equatorial Guinea
"The axolotl is the tadpole form of what creature found in Mexico and the USA. It is unusual in that it attains maturity and reproduces in the tadpole, or larval, stage of amphibian metamorphosis? Komodo dragon.",Salamander
"""Andy Partridge and Colin Moulding formed which Swindon band, whose albums include """"Drums and Wire,"""" """"Oranges and Lemons"""" and """"English Settlement""""?"" The Smiths.",XTC
"In the BBC's 2011 reincarnation of Sherlock Holmes, who plays housekeeper Mrs Hudson? Maggie Smith.",Una Stubbs
"What is the alternative name of vitamin B2, useful in breaking down protein, fat and carbohydrates? Ascorbic Acid.",Riboflavin
Who replaced Jeff Stelling as host of Channel 4's Countdown? Hugh Grant.,Nick Hewer
Who was the professor of radio astronomy at Manchester University who founded the Jodrell Bank Observatory and after whom the telescope he built has been renamed? Isaac Newton.,Bernard Lovell
"Which festival originated in 1810 in celebration of the marriage of the crown prince of Bavaria, who later became King Ludwig I, to Princess Therese von Sachsen-Hildburghausen? Glastonbury Festival.",Oktoberfest
Which town in County Fermanagh has a famous pottery works? Lisnaskea.,Belleek
"""Krist Novoselic and Dave Grohl were two thirds of which band, formed in Aberdeen (Washington State) whose albums include """"Bleach"""" and """"In Utero""""?"" Foo Fighters.",Nirvana
The name of the NRL rugby league club Manly is completed by what animal-related name? Dolphins.,Sea Eagles
Who succeeded Dale Winton as presenter of 'Pick of the Pops' in 2010? Simon Cowell.,Tony Blackburn
"""Who plays Miranda Hart's mother in the TV series """"Miranda"""" and is seen dancing with her in the closing credits?"" Judi Dench.",Patricia Hodge
'Who was appointed Secretary of State for Work and Pensions after the 2010 General Election? Boris Johnson.,Iain Duncan Smith
What single word can be a piece in chess and in draughts and a playing card? Queen.,King
"The 2010 Winter Olympic skiing and sliding events took place in what town, approximately 75 miles north of Vancouver? Banff.",Whistler
Portia Simpson-Miller became the first woman Prime Minister of which Commonwealth country? India.,Jamaica
"What name for a female servant is taken from the wife of Nabal in the Old Testament, after whose death she married David? Hagar.",Abigail
"""What veteran singer songwriter released the 2011 album """"50 Words For Snow""""?"" Bob Dylan.",Kate Bush
St Mungo also known as St Kentigern is patron city of which UK city? Oxford.,Glasgow
"Which American painter and illustrator born in 1894, was famous for scenes of everyday life that appeared in Saturday Post magazine? Edward Hopper.",Norman Rockwell
What form of food poisoning is derived from the Latin word for a sausage? Salmonella.,Botulism
"Ye Olde Trip To Jerusalem claims to be the oldest pub in England, in which city is it? Oxford.",Nottingham
"The Lusitania was sunk, with much loss of life, on May 7th of which year? 1945.",1915
For what commodity is Alkmaar in Holland famous? Tulips.,Cheese
"Michael Phelps has won 22 Olympic medals, more than any other person, how many of these were Gold? Seventeen.",18
In which city was the Alfa Romeo car company founded in 1910? Turin.,Milan
In which county is Peveril Castle? Somerset.,Derbyshire
Who was the architect for the proposed Liverpool Metropolitan Cathedral begun in 1933 of which only the crypt was completed? Antoni Gaudí.,Sir Edwin Lutyens
"Who, in 1947 at the age of 31, became the youngest Cabinet Minister since Pitt the Younger when he was appointed President of the Board of Trade? Winston Churchill.",Harold Wilson
"After whom is the oyster dish, invented in New Orleans in 1899, named because of the intense richness of the sauce? Benjamin Franklin.",Oysters Rockefeller
What is the name of the huge pre-Roman hill fort near Dorchester? Hadrian's Wall.,Maiden Castle
What is the currency of Bolivia? Peso.,Boliviano
In which sport or game is Judit Polgar the highest ranked female although she has never taken part in the Women's World Championship? Tennis.,Chess
Who wrote the novel 'High Fidelity'? Stephen King.,Nick Hornby
The airship Hindenburg caught fire and was destroyed on May 6th of which year? 1922.,1937
"Which US singer has had albums called 'Daydream', 'Butterfly', 'Rainbow' and 'Glitter'? Taylor Swift.",Mariah Carey
Who wrote the poetry collection 'The Whitsun Weddings'? TS Eliot.,Philip Larkin
Who won an Oscar for her role as 'Mammy' in 'Gone With The Wind'? Vivien Leigh.,Hattie McDaniel
For what commodity is Keukenhof in Holland famous? Cheese.,Tulips
Who wrote 'The Empire of The Sun'? George Orwell.,J. G. Ballard
From which musical does the song 'If My Friends Could See Me Now' come? The Sound of Music.,Sweet Charity
Sephardic Jews were exiled from which country (Sepharad is the Hebrew name for that country)? Italy.,Spain
Who resigned from the post of Home Secretary in 1972 because of his involvement with the architect John Poulson? Harold Wilson.,Reginald Maudling
"What was the alias used by Salman Rushdie during his period in hiding after his 1989 fatwa? It is also the title of his latest book. ""Midnight's Child"".",Joseph Anton
Minnesota borders which of the Great Lakes? Lake Erie.,Lake Superior
"What kind of arcade machine might have flippers, bumpers and stand-up targets and be stopped by a 'tilt'? Dance Dance Revolution machine.",Pinball machine
"At the end of October 2012, New York and the east coast of America were battered by which hurricane? Hurricane Zelda.",Sandy
Who composed the 'Warsaw Concerto'? Franz Liszt.,Richard Addinsell
Who created the Yorkshire detectives 'Dalziel and Pascoe'? Agatha Christie.,Reginald Hill
Who was known as 'The Million Dollar Mermaid'? Doris Day.,Esther Williams
"The car company Auto Union was formed in 1932 by the amalgamation of four manufacturers, by what name is it now known? BMW.",Audi
Who wrote the play 'Private Lives'? Arthur Miller.,Noel Coward
What is the title of Hilary Mantel's book that won her a second Man Booker Prize? The Night Circus.,Bring up the bodies
Which astronomer coined the term 'Big Bang'? Carl Sagan.,Fred Hoyle
Which composer wrote a 'German Requiem'? Ludwig van Beethoven.,Brahms
In which constituency was Chris Huhne elected as MP in 2005? Oxford West and Abingdon.,Eastleigh
Which Liberal Democrat MP succeeded Chris Huhne as Secretary of State for Energy and Climate Change in 2012? Nick Clegg.,Ed Davey
Who is credited with inventing the bifocal lens? Thomas Edison.,Benjamin Franklin
Where in North Carolina did the Wright Brothers first flight take place? Raleigh.,Kitty Hawk
'Lungs' is the 2009 debut album by which indie rock band? The Strokes.,Florence and the Machine
"Which American author, born in Des Moines, Iowa, was Chancellor of Durham University from 2005 to 2011? Ernest Hemingway.",Bill Bryson
What judicial office does Lord Dyson hold? Lord Chief Justice.,Master of the Rolls
Which team won the 2012 Baseball World Series? New York Yankees.,The San Francisco Giants
"The American TV series 'Elementary', featuring Sherlock Holmes in a modern setting, is set in which city? Chicago.",New York
What is the real name of Doris Day? Mary Louise Parker.,Doris Kappelhoff
What is the English title of the Verdi opera `Un Ballo in Maschera'? The Enchanted Waltz.,A Masked Ball
"What is the English title of the Stravinsky ballet 'Le Sacre du Printemps'? ""Spring Awakening"".",The Rite of Spring
The original TV series 'CSI' was set in which American city? Chicago.,Las Vegas
Which family of garden birds has the Latin name Paridae? Sparrow.,Tits
What is the name of the Royal Horticultural Society's garden in Surrey? Kew Gardens.,Wisley
"How long, in feet, is a tennis court? 50 feet.",78
In which British city would you find Shrub Hill railway station? Manchester.,Worcester
Which Jane Austen novel begins 'The family of Dashwood had long been settled in Sussex'? Pride and Prejudice.,Sense and Sensibility
Which former England cricket captain died in December 2012? Graham Gooch.,Tony Greig
In which British city would you find Snow Hill Railway Station? Manchester.,Birmingham
In which war did the battle of Coronel take place? The War of the Roses.,The First World War
Who wrote the novel 'The Cement Garden'? George Orwell.,Ian McEwan
What is another name for the plant Deadly Nightshade? Sunflower.,Belladonna
Under what name were the cloth dolls designed in 1976 by Xavier Roberts as 'Little People' marketed? Beanie Babies.,Cabbage Patch Kids
Who wrote the novel 'Birdsong'? JK Rowling.,Sebastian Faulks
Larkspur is another name for which perennial plants? Lavender.,Delphinium
Who was the father of the disciples James and John? Simon.,Zebedee
Bq is the symbol for which SI derived unit? Byte quantity.,Becquerel
'Walk the Line' was a film about which singer? Elvis Presley.,Johnny Cash
The Rye House Plot was against which monarch? Queen Victoria.,Charles II
Which actor played George Cowley in the ITV series 'The Professionals'? Sean Connery.,Gordon Jackson
"Which play that premiered in 1956, featured the character Jimmy Porter? Death of a Salesman.",Look back in anger
Which 20th century conflict had the code name Operation Corporate? Operation Barbarossa.,The Falklands War
The eighteenth century Treaty of Utrecht was signed by the belligerents of which war? World War I.,The War of the Spanish Succession
"In which year did two jumbo jets collide at Tenerife airport, killing 583 people? 1989.",1977
Newcastle United striker Demba Ba plays international football for which country? France.,Senegal
Which actress played Agatha Christie's Miss Marple in five films? Meryl Streep.,Margaret Rutherford
What was the former name of the African city of Harare? Cairo.,Salisbury
Who wrote the 1927 novel 'To the Lighthouse'? F Scott Fitzgerald.,Virginia Woolf
Who was the author of the 1938 novel 'Scoop'? Aldous Huxley.,Evelyn Waugh
Droitwich and Kidderminster are towns in which English county? Cornwall.,Worcestershire
In which year was the fifty pence piece first issued? 1967.,1969
Who was the only US President to remain a bachelor? Grover Cleveland.,James Buchanan
Who was the Roman equivalent of the Greek goddess Athena? Venus.,Minerva
Which Charles Dickens novel follows the life of Nell Trent and her grandfather? Great Expectations.,The Old Curiosity Shop
Queens Park Rangers defender Jose Bosingwa plays international football for which country? Spain.,Portugal
Which actor plays Detective Inspector Alan Banks in the ITV series 'DCI Banks'? David Tennant.,Stephen Tompkinson
"The song 'Memory', is a show tune from which musical? Phantom of the Opera.",Cats
Ciampino Airport serves which European city? Barcelona.,Rome
"If you landed at Linate Airport, which European city would you be in? Barcelona.",Milan
"The song 'I Know Him So Well', is a song from which musical? Les Misérables.",Chess
"In the 1966 film 'Carry on Cowboy', who plays The Rumpo Kid? Clint Eastwood.",Sid James
Thomas Gradgrind and Josiah Bounderby are characters in which Charles Dickens novel? Oliver Twist.,Hard Times
Who was the Greek equivalent of the Roman god Vulcan? Poseidon.,Hephaestus
Gainsborough and Stamford are towns in which English county? Kent.,Lincolnshire
Who was the Chancellor of West Germany at the time of the reunification of East and West Germany? Willy Brandt.,Helmut Kohl
Which actress won the Best Actress Oscar for the 1989 film 'Driving Miss Daisy'? Meryl Streep.,Jessica Tandy
Which actor plays the Earl of Grantham in the ITV series 'Downton Abbey'? Colin Firth.,Hugh Bonneville
"In musical terminology, which word describes bouncing the bow lightly on the strings? Glissando.",Spiccato
Which Premiership rugby union team play their home games at The Recreation Ground? Harlequins.,Bath
"Who was the Government Chief Whip who resigned in October 2012, following accusation that he swore at police officers and called them 'plebs'? David Cameron.",Andrew Mitchell
Which hero of science fiction was created by Alex Raymond? Buck Rogers.,Flash Gordon
In which Puccini opera does Minnie own a saloon called The Polka? La Bohème.,La Fanciulla del West
"Proxima Centauri, the nearest known star to the Sun, is classified as what type of star? Blue supergiant.",Red dwarf
Which edible plant is also known as Lady's Fingers or Gumbo? Cucumber.,Okra
Whom did George Entwistle succeed as Director General of the BBC in 2012? David Frost.,Mark Thompson
Who was the captain of the victorious West Indies cricket team which won the 2012 T20 World Cup? Brian Lara.,Darren Sammy
The plant kniphofia is more commonly known by what name? Dragon's Tongue.,Red hot poker
Approximately 95% of the atmosphere of Mars consists of which gas? Oxygen.,Carbon dioxide
The columns of the Parthenon in Athens are a famous example of which architectural style? Gothic.,Doric
"Which Scottish King died in 1329 from a skin disease, rumoured to have been leprosy? King David II.",Robert the Bruce
In mythology what was the name of the girl who wove so beautifully that the jealous goddess Athene turned her into a spider? Pandora.,Arachne
Which spice gives curry its traditional yellow colour? Saffron.,Turmeric
Which professional baker is a judge on 'The Great British Bake-Off' alongside Mary Berry? Jamie Oliver.,Paul Hollywood
Who directed the 2011 Hollywood version of 'The Girl With The Dragon Tattoo'? Christopher Nolan.,David Fincher
Which South African batsman scored 311 not out against England at the Oval in July 2012? Jacques Kallis.,Hashim Amla
What is the more common name for the condition Circadian Dysrhythmia? Common cold.,Jet lag
What was the name of the parrot who taught Doctor Dolittle to talk to the animals? Barnaby.,Polynesia
"Who wrote the novel 'The Secret Agent', first published in 1907? Mark Twain.",Joseph Conrad
Which long-running Radio 4 panel game was created by Ian Messiter? The News Quiz.,Just a minute
Who replaced Chris Moyles as presenter of the Radio One Breakfast Show in September 2012? Terry Wogan.,Nick Grimshaw
Which brewery produces the beer 'Spitfire'? Guinness.,Shepherd Neame
Who composed the opera 'The Cunning Little Vixen'? Wolfgang Amadeus Mozart.,Leos Janacek
On which Scottish island is the former Labour Party leader John Smith buried? Islay.,Iona
Who played the title role in the 2012 ITV drama series 'Mrs Biggs'? Judi Dench.,Sheridan Smith
In which country was BBC newsreader George Alagiah born? Nigeria.,Sri Lanka
"Which Welsh group, fronted by Dave Edmunds, had a hit single in 1968 with a version of Khachaturian's 'Sabre Dance'? The Animals.",Love Sculpture
What is the title of the BBC drama series starring Dominic West which centres on a current-affairs TV show in the 1950s? The Newsroom.,The Hour
"Which ITV newsreader moderated the first ever UK leaders debate in April 2010 between Gordon Brown, David Cameron and Nick Clegg? Trevor McDonald.",Alastair Stewart
Who painted 'A Bigger Splash' in 1967? Pablo Picasso.,David Hockney
From which language does the word 'ghetto' originate? Greek.,Italian
Who was the US team captain at the 2012 Ryder Cup? Tiger Woods.,Davis Love III
To which order of monks do Trappists belong? Benedictines.,Cistercians
Which author created the detective Harry Hole? Arthur Conan Doyle.,Jo Nesbo
"""In chemistry, what is the term for a water-soluble base? It derives its name from the Arabic word for """"ashes."""""" Graphite.",Alkali
"Unst, Yell and Fetlar are part of which island group? The Bahamas.",Shetland Islands
In Greek mythology who was the husband of Helen? Achilles.,Menelaus
Stephen Blackpool is a character in which Dickens novel? David Copperfield.,Hard Times
"Havana Brown, Blue Russian and Devon Rex are varieties of which, animal? Dog.",Cat
What is the state capital of West Virginia? Wheeling.,Charleston
Capuchins belong to which larger religious order of monks? Benedictines.,Franciscans
"Mahe, Praslin and Silhouette are part of which island group? The Caribbean Islands.",The Seychelles
In which year was the Panama Canal opened? 1920.,1914
Which wine producing region of France is famous for its Medoc and St Emilion wines? Alsace.,Bordeaux
What is the chemical formula for Ammonia? CO2.,NH3
"Only two flags of the world are square, one is Switzerland, what is the other one? Greece.",Vatican City
In Greek mythology who was the husband of Hecuba? Odysseus.,Priam
Which Frenchman first explored the St Lawrence River from 1534-1536 and 1541-1542? Samuel de Champlain.,Jacques Cartier
"Holland Lop, Flemish Giant and New Zealand White are breeds of which animal? Sheep.",Rabbit
"Taking its name from the Greek word for 'delight', which school of philosophy believes that pleasure is the only intrinsic good? Stoicism.",Hedonism
"Whom did Peter Fleming partner when they won the Wimbledon men's doubles title in 1979, 1981, 1983 and 1984? Björn Borg.",John McEnroe
"In the Iliad, which Greek hero killed the Trojan leader Hector? Odysseus.",Achilles
Who wrote the 1987 Booker Prize winning novel 'Moon Tiger'? JK Rowling.,Penelope Lively
Which wine producing area of France is famous for wines such as Beaune and Nuits Saint-Georges? Loire Valley.,Burgundy
What is the chemical formula for methane? CO2.,CH4
"Which branch of philosophy, derived from the Greek word for a porch was founded by Zeno of Citium? Epicureanism.",Stoicism
"Anatomically, of what is nephrology the study? Nephrology is the study of neurons.",The kidney
