question,correct_answer
What is 80 divided by 40?,2
What is 90 divided by 30?,3
What is 96 divided by 24?,4
What is 48 divided by 16?,3
What is 70 divided by 35?,2
What is 68 divided by 34?,2
What is 86 divided by 43?,2
What is 90 divided by 15?,6
What is 40 divided by 10?,4
What is 88 divided by 44?,2
What is 38 divided by 19?,2
What is 98 divided by 14?,7
What is 95 divided by 19?,5
What is 54 divided by 27?,2
What is 74 divided by 37?,2
What is 28 divided by 14?,2
What is 68 divided by 34?,2
What is 93 divided by 31?,3
What is 66 divided by 33?,2
What is 51 divided by 17?,3
What is 99 divided by 33?,3
What is 99 divided by 33?,3
What is 96 divided by 16?,6
What is 60 divided by 20?,3
What is 30 divided by 10?,3
What is 96 divided by 48?,2
What is 76 divided by 38?,2
What is 98 divided by 49?,2
What is 66 divided by 33?,2
What is 86 divided by 43?,2
What is 78 divided by 26?,3
What is 86 divided by 43?,2
What is 32 divided by 16?,2
What is 80 divided by 20?,4
What is 57 divided by 19?,3
What is 76 divided by 19?,4
What is 87 divided by 29?,3
What is 88 divided by 44?,2
What is 52 divided by 26?,2
What is 72 divided by 18?,4
What is 56 divided by 14?,4
What is 93 divided by 31?,3
What is 92 divided by 46?,2
What is 90 divided by 45?,2
What is 26 divided by 13?,2
What is 86 divided by 43?,2
What is 99 divided by 33?,3
What is 96 divided by 16?,6
What is 56 divided by 28?,2
What is 96 divided by 32?,3
What is 78 divided by 13?,6
What is 74 divided by 37?,2
What is 66 divided by 33?,2
What is 72 divided by 24?,3
What is 74 divided by 37?,2
What is 72 divided by 36?,2
What is 93 divided by 31?,3
What is 45 divided by 15?,3
What is 84 divided by 42?,2
What is 72 divided by 24?,3
What is 46 divided by 23?,2
What is 62 divided by 31?,2
What is 46 divided by 23?,2
What is 98 divided by 49?,2
What is 42 divided by 14?,3
What is 54 divided by 27?,2
What is 88 divided by 44?,2
What is 81 divided by 27?,3
What is 26 divided by 13?,2
What is 36 divided by 12?,3
What is 82 divided by 41?,2
What is 74 divided by 37?,2
What is 75 divided by 15?,5
What is 80 divided by 40?,2
What is 60 divided by 30?,2
What is 92 divided by 23?,4
What is 44 divided by 22?,2
What is 80 divided by 40?,2
What is 88 divided by 22?,4
What is 65 divided by 13?,5
What is 72 divided by 24?,3
What is 78 divided by 39?,2
What is 98 divided by 49?,2
What is 90 divided by 30?,3
What is 32 divided by 16?,2
What is 44 divided by 22?,2
What is 75 divided by 25?,3
What is 64 divided by 32?,2
What is 78 divided by 39?,2
What is 74 divided by 37?,2
What is 74 divided by 37?,2
What is 84 divided by 28?,3
What is 78 divided by 26?,3
What is 32 divided by 16?,2
What is 80 divided by 40?,2
What is 80 divided by 16?,5
What is 88 divided by 44?,2
What is 69 divided by 23?,3
What is 52 divided by 13?,4
What is 68 divided by 17?,4
What is 78 divided by 39?,2
What is 62 divided by 31?,2
What is 72 divided by 18?,4
What is 99 divided by 33?,3
What is 94 divided by 47?,2
What is 76 divided by 38?,2
What is 46 divided by 23?,2
What is 84 divided by 21?,4
What is 64 divided by 32?,2
What is 74 divided by 37?,2
What is 98 divided by 49?,2
What is 44 divided by 11?,4
What is 98 divided by 49?,2
What is 44 divided by 22?,2
What is 72 divided by 36?,2
What is 70 divided by 35?,2
What is 74 divided by 37?,2
What is 48 divided by 24?,2
What is 88 divided by 44?,2
What is 74 divided by 37?,2
What is 92 divided by 46?,2
What is 44 divided by 11?,4
What is 76 divided by 38?,2
What is 65 divided by 13?,5
What is 85 divided by 17?,5
What is 64 divided by 32?,2
What is 78 divided by 26?,3
What is 99 divided by 33?,3
What is 98 divided by 49?,2
What is 82 divided by 41?,2
What is 36 divided by 18?,2
What is 74 divided by 37?,2
What is 63 divided by 21?,3
What is 84 divided by 42?,2
What is 32 divided by 16?,2
What is 54 divided by 27?,2
What is 80 divided by 40?,2
What is 84 divided by 28?,3
What is 84 divided by 21?,4
What is 90 divided by 15?,6
What is 38 divided by 19?,2
What is 60 divided by 20?,3
What is 99 divided by 33?,3
What is 58 divided by 29?,2
What is 78 divided by 26?,3
What is 88 divided by 44?,2
What is 46 divided by 23?,2
What is 69 divided by 23?,3
What is 44 divided by 22?,2
What is 88 divided by 44?,2
What is 78 divided by 39?,2
What is 39 divided by 13?,3
What is 80 divided by 10?,8
What is 78 divided by 13?,6
What is 84 divided by 21?,4
What is 95 divided by 19?,5
What is 96 divided by 12?,8
What is 90 divided by 30?,3
What is 75 divided by 25?,3
What is 50 divided by 25?,2
What is 52 divided by 26?,2
What is 45 divided by 15?,3
What is 48 divided by 12?,4
What is 48 divided by 24?,2
What is 46 divided by 23?,2
What is 90 divided by 30?,3
What is 48 divided by 24?,2
What is 76 divided by 38?,2
What is 64 divided by 16?,4
What is 56 divided by 28?,2
What is 80 divided by 40?,2
What is 80 divided by 10?,8
What is 70 divided by 14?,5
What is 84 divided by 14?,6
What is 90 divided by 30?,3
What is 68 divided by 34?,2
What is 70 divided by 35?,2
What is 82 divided by 41?,2
What is 90 divided by 30?,3
What is 93 divided by 31?,3
What is 60 divided by 12?,5
What is 94 divided by 47?,2
What is 87 divided by 29?,3
What is 99 divided by 33?,3
What is 80 divided by 20?,4
What is 90 divided by 30?,3
What is 58 divided by 29?,2
What is 95 divided by 19?,5
What is 92 divided by 23?,4
What is 40 divided by 20?,2
What is 80 divided by 20?,4
What is 94 divided by 47?,2
What is 70 divided by 35?,2
What is 68 divided by 34?,2
What is 77 divided by 11?,7
What is 86 divided by 43?,2
What is 28 divided by 14?,2
What is 69 divided by 23?,3
What is 80 divided by 16?,5
What is 72 divided by 18?,4
What is 84 divided by 42?,2
What is 82 divided by 41?,2
What is 48 divided by 24?,2
What is 34 divided by 17?,2
What is 58 divided by 29?,2
What is 90 divided by 45?,2
What is 51 divided by 17?,3
What is 82 divided by 41?,2
What is 70 divided by 35?,2
What is 84 divided by 21?,4
What is 96 divided by 48?,2
What is 72 divided by 24?,3
What is 40 divided by 10?,4
What is 22 divided by 11?,2
What is 90 divided by 30?,3
What is 96 divided by 48?,2
What is 76 divided by 38?,2
What is 70 divided by 35?,2
What is 80 divided by 40?,2
What is 90 divided by 30?,3
What is 86 divided by 43?,2
What is 96 divided by 32?,3
What is 45 divided by 15?,3
What is 68 divided by 17?,4
What is 93 divided by 31?,3
What is 64 divided by 16?,4
What is 99 divided by 33?,3
What is 72 divided by 24?,3
What is 56 divided by 14?,4
What is 90 divided by 30?,3
What is 93 divided by 31?,3
What is 72 divided by 12?,6
What is 72 divided by 24?,3
What is 69 divided by 23?,3
What is 72 divided by 36?,2
What is 62 divided by 31?,2
What is 74 divided by 37?,2
What is 68 divided by 34?,2
What is 80 divided by 10?,8
What is 70 divided by 14?,5
What is 72 divided by 18?,4
What is 70 divided by 35?,2
What is 36 divided by 18?,2
What is 84 divided by 42?,2
What is 94 divided by 47?,2
What is 84 divided by 42?,2
What is 74 divided by 37?,2
What is 70 divided by 35?,2
What is 87 divided by 29?,3
What is 87 divided by 29?,3
What is 92 divided by 46?,2
What is 96 divided by 48?,2
What is 70 divided by 35?,2
What is 96 divided by 48?,2
What is 98 divided by 49?,2
What is 84 divided by 28?,3
What is 80 divided by 40?,2
What is 54 divided by 27?,2
What is 58 divided by 29?,2
What is 92 divided by 46?,2
What is 84 divided by 42?,2
What is 42 divided by 21?,2
What is 68 divided by 17?,4
What is 44 divided by 11?,4
What is 94 divided by 47?,2
What is 70 divided by 35?,2
What is 82 divided by 41?,2
What is 52 divided by 26?,2
What is 56 divided by 28?,2
What is 63 divided by 21?,3
What is 60 divided by 20?,3
What is 85 divided by 17?,5
What is 90 divided by 18?,5
What is 90 divided by 18?,5
What is 84 divided by 28?,3
What is 92 divided by 46?,2
What is 36 divided by 12?,3
What is 78 divided by 39?,2
What is 48 divided by 24?,2
What is 98 divided by 49?,2
What is 93 divided by 31?,3
What is 32 divided by 16?,2
What is 90 divided by 10?,9
What is 76 divided by 38?,2
What is 68 divided by 17?,4
What is 90 divided by 30?,3
What is 69 divided by 23?,3
What is 82 divided by 41?,2
What is 82 divided by 41?,2
What is 70 divided by 35?,2
What is 60 divided by 30?,2
What is 84 divided by 42?,2
What is 96 divided by 32?,3
What is 80 divided by 40?,2
What is 64 divided by 32?,2
What is 94 divided by 47?,2
What is 72 divided by 36?,2
What is 40 divided by 20?,2
What is 78 divided by 26?,3
What is 51 divided by 17?,3
What is 81 divided by 27?,3
What is 74 divided by 37?,2
What is 86 divided by 43?,2
What is 64 divided by 32?,2
What is 72 divided by 36?,2
What is 60 divided by 15?,4
What is 96 divided by 32?,3
What is 75 divided by 15?,5
What is 76 divided by 38?,2
What is 26 divided by 13?,2
What is 96 divided by 32?,3
What is 36 divided by 12?,3
What is 78 divided by 26?,3
What is 95 divided by 19?,5
What is 98 divided by 49?,2
What is 80 divided by 40?,2
What is 65 divided by 13?,5
What is 82 divided by 41?,2
What is 60 divided by 20?,3
What is 56 divided by 28?,2
What is 26 divided by 13?,2
What is 98 divided by 14?,7
What is 86 divided by 43?,2
What is 63 divided by 21?,3
What is 88 divided by 44?,2
What is 81 divided by 27?,3
What is 84 divided by 21?,4
What is 90 divided by 45?,2
What is 93 divided by 31?,3
What is 99 divided by 33?,3
What is 80 divided by 40?,2
What is 68 divided by 34?,2
What is 76 divided by 19?,4
What is 60 divided by 20?,3
What is 76 divided by 38?,2
What is 771 divided by 257?,3
What is 303 divided by 101?,3
What is 988 divided by 247?,4
What is 897 divided by 299?,3
What is 672 divided by 168?,4
What is 464 divided by 232?,2
What is 366 divided by 183?,2
What is 688 divided by 172?,4
What is 736 divided by 368?,2
What is 693 divided by 231?,3
What is 872 divided by 436?,2
What is 852 divided by 142?,6
What is 796 divided by 398?,2
What is 345 divided by 115?,3
What is 890 divided by 445?,2
What is 735 divided by 245?,3
What is 414 divided by 207?,2
What is 630 divided by 105?,6
What is 904 divided by 452?,2
What is 864 divided by 144?,6
What is 892 divided by 446?,2
What is 692 divided by 346?,2
What is 711 divided by 237?,3
What is 630 divided by 210?,3
What is 762 divided by 254?,3
What is 806 divided by 403?,2
What is 486 divided by 162?,3
What is 430 divided by 215?,2
What is 960 divided by 160?,6
What is 688 divided by 344?,2
What is 400 divided by 200?,2
What is 498 divided by 166?,3
What is 524 divided by 131?,4
What is 468 divided by 156?,3
What is 684 divided by 342?,2
What is 868 divided by 434?,2
What is 854 divided by 427?,2
What is 696 divided by 232?,3
What is 684 divided by 228?,3
What is 648 divided by 216?,3
What is 915 divided by 305?,3
What is 248 divided by 124?,2
What is 663 divided by 221?,3
What is 867 divided by 289?,3
What is 918 divided by 459?,2
What is 442 divided by 221?,2
What is 375 divided by 125?,3
What is 750 divided by 375?,2
What is 690 divided by 345?,2
What is 700 divided by 350?,2
What is 604 divided by 151?,4
What is 939 divided by 313?,3
What is 552 divided by 138?,4
What is 750 divided by 250?,3
What is 576 divided by 288?,2
What is 852 divided by 284?,3
What is 696 divided by 232?,3
What is 744 divided by 372?,2
What is 624 divided by 104?,6
What is 630 divided by 315?,2
What is 693 divided by 231?,3
What is 480 divided by 240?,2
What is 928 divided by 464?,2
What is 612 divided by 102?,6
What is 698 divided by 349?,2
What is 376 divided by 188?,2
What is 660 divided by 330?,2
What is 866 divided by 433?,2
What is 582 divided by 291?,2
What is 944 divided by 472?,2
What is 768 divided by 384?,2
What is 837 divided by 279?,3
What is 864 divided by 432?,2
What is 214 divided by 107?,2
What is 750 divided by 375?,2
What is 910 divided by 130?,7
What is 688 divided by 344?,2
What is 730 divided by 365?,2
What is 500 divided by 125?,4
What is 564 divided by 188?,3
What is 930 divided by 155?,6
What is 981 divided by 327?,3
What is 736 divided by 368?,2
What is 654 divided by 109?,6
What is 972 divided by 486?,2
What is 834 divided by 278?,3
What is 716 divided by 358?,2
What is 460 divided by 230?,2
What is 700 divided by 350?,2
What is 736 divided by 368?,2
What is 930 divided by 155?,6
What is 948 divided by 474?,2
What is 906 divided by 453?,2
What is 351 divided by 117?,3
What is 544 divided by 136?,4
What is 774 divided by 387?,2
What is 345 divided by 115?,3
What is 546 divided by 273?,2
What is 714 divided by 238?,3
What is 918 divided by 459?,2
What is 786 divided by 393?,2
What is 902 divided by 451?,2
What is 952 divided by 119?,8
What is 410 divided by 205?,2
What is 702 divided by 351?,2
What is 920 divided by 230?,4
What is 753 divided by 251?,3
What is 828 divided by 276?,3
What is 994 divided by 497?,2
What is 672 divided by 336?,2
What is 670 divided by 335?,2
What is 816 divided by 408?,2
What is 999 divided by 333?,3
What is 867 divided by 289?,3
What is 968 divided by 484?,2
What is 514 divided by 257?,2
What is 936 divided by 117?,8
What is 562 divided by 281?,2
What is 340 divided by 170?,2
What is 744 divided by 372?,2
What is 438 divided by 146?,3
What is 946 divided by 473?,2
What is 844 divided by 422?,2
What is 840 divided by 120?,7
What is 798 divided by 133?,6
What is 880 divided by 440?,2
What is 802 divided by 401?,2
What is 819 divided by 273?,3
What is 915 divided by 183?,5
What is 753 divided by 251?,3
What is 700 divided by 350?,2
What is 540 divided by 270?,2
What is 554 divided by 277?,2
What is 387 divided by 129?,3
What is 820 divided by 164?,5
What is 430 divided by 215?,2
What is 832 divided by 416?,2
What is 980 divided by 196?,5
What is 922 divided by 461?,2
What is 802 divided by 401?,2
What is 754 divided by 377?,2
What is 746 divided by 373?,2
What is 555 divided by 185?,3
What is 471 divided by 157?,3
What is 512 divided by 256?,2
What is 648 divided by 324?,2
What is 916 divided by 458?,2
What is 388 divided by 194?,2
What is 950 divided by 475?,2
What is 832 divided by 416?,2
What is 864 divided by 432?,2
What is 850 divided by 170?,5
What is 414 divided by 207?,2
What is 596 divided by 149?,4
What is 972 divided by 486?,2
What is 934 divided by 467?,2
What is 782 divided by 391?,2
What is 944 divided by 118?,8
What is 650 divided by 325?,2
What is 694 divided by 347?,2
What is 508 divided by 254?,2
What is 294 divided by 147?,2
What is 894 divided by 149?,6
What is 962 divided by 481?,2
What is 674 divided by 337?,2
What is 642 divided by 214?,3
What is 480 divided by 240?,2
What is 856 divided by 428?,2
What is 692 divided by 346?,2
What is 540 divided by 270?,2
What is 936 divided by 468?,2
What is 912 divided by 114?,8
What is 501 divided by 167?,3
What is 954 divided by 318?,3
What is 754 divided by 377?,2
What is 522 divided by 174?,3
What is 724 divided by 362?,2
What is 896 divided by 448?,2
What is 814 divided by 407?,2
What is 640 divided by 320?,2
What is 856 divided by 214?,4
What is 978 divided by 326?,3
What is 663 divided by 221?,3
What is 772 divided by 386?,2
What is 762 divided by 381?,2
What is 500 divided by 250?,2
What is 612 divided by 102?,6
What is 502 divided by 251?,2
What is 952 divided by 476?,2
What is 318 divided by 159?,2
What is 976 divided by 488?,2
What is 580 divided by 116?,5
What is 550 divided by 275?,2
What is 670 divided by 335?,2
What is 720 divided by 360?,2
What is 256 divided by 128?,2
What is 441 divided by 147?,3
What is 920 divided by 115?,8
What is 394 divided by 197?,2
What is 922 divided by 461?,2
What is 816 divided by 204?,4
What is 812 divided by 203?,4
What is 848 divided by 212?,4
What is 982 divided by 491?,2
What is 804 divided by 134?,6
What is 855 divided by 171?,5
What is 894 divided by 447?,2
What is 876 divided by 438?,2
What is 984 divided by 246?,4
What is 904 divided by 452?,2
What is 884 divided by 442?,2
What is 534 divided by 267?,2
What is 675 divided by 135?,5
What is 864 divided by 432?,2
What is 512 divided by 256?,2
What is 918 divided by 306?,3
What is 950 divided by 190?,5
What is 405 divided by 135?,3
What is 850 divided by 425?,2
What is 838 divided by 419?,2
What is 764 divided by 382?,2
What is 890 divided by 445?,2
What is 505 divided by 101?,5
What is 450 divided by 225?,2
What is 645 divided by 215?,3
What is 572 divided by 143?,4
What is 976 divided by 488?,2
What is 704 divided by 352?,2
What is 862 divided by 431?,2
What is 928 divided by 464?,2
What is 600 divided by 300?,2
What is 956 divided by 239?,4
What is 895 divided by 179?,5
What is 740 divided by 185?,4
What is 740 divided by 370?,2
What is 684 divided by 171?,4
What is 540 divided by 180?,3
What is 928 divided by 232?,4
What is 726 divided by 363?,2
What is 584 divided by 292?,2
What is 418 divided by 209?,2
What is 696 divided by 116?,6
What is 726 divided by 242?,3
What is 575 divided by 115?,5
What is 847 divided by 121?,7
What is 896 divided by 448?,2
What is 820 divided by 410?,2
What is 934 divided by 467?,2
What is 822 divided by 411?,2
What is 796 divided by 398?,2
What is 966 divided by 322?,3
What is 738 divided by 369?,2
What is 699 divided by 233?,3
What is 612 divided by 204?,3
What is 770 divided by 385?,2
What is 708 divided by 354?,2
What is 792 divided by 396?,2
What is 636 divided by 212?,3
What is 678 divided by 339?,2
What is 978 divided by 489?,2
What is 804 divided by 268?,3
What is 826 divided by 413?,2
What is 956 divided by 239?,4
What is 932 divided by 466?,2
What is 672 divided by 336?,2
What is 668 divided by 334?,2
What is 688 divided by 344?,2
What is 987 divided by 329?,3
What is 628 divided by 314?,2
What is 684 divided by 342?,2
What is 885 divided by 295?,3
What is 764 divided by 382?,2
What is 676 divided by 169?,4
What is 386 divided by 193?,2
What is 532 divided by 133?,4
What is 974 divided by 487?,2
What is 432 divided by 216?,2
What is 920 divided by 230?,4
What is 834 divided by 417?,2
What is 933 divided by 311?,3
What is 932 divided by 466?,2
What is 333 divided by 111?,3
What is 856 divided by 428?,2
What is 438 divided by 219?,2
What is 612 divided by 306?,2
What is 720 divided by 120?,6
What is 740 divided by 370?,2
What is 958 divided by 479?,2
What is 708 divided by 236?,3
What is 880 divided by 220?,4
What is 784 divided by 392?,2
What is 740 divided by 370?,2
What is 974 divided by 487?,2
What is 888 divided by 296?,3
What is 864 divided by 432?,2
What is 825 divided by 275?,3
What is 753 divided by 251?,3
What is 724 divided by 362?,2
What is 980 divided by 245?,4
What is 732 divided by 366?,2
What is 462 divided by 154?,3
What is 844 divided by 422?,2
What is 318 divided by 106?,3
What is 680 divided by 136?,5
What is 855 divided by 285?,3
What is 722 divided by 361?,2
What is 934 divided by 467?,2
What is 662 divided by 331?,2
What is 886 divided by 443?,2
What is 748 divided by 374?,2
What is 936 divided by 312?,3
What is 924 divided by 231?,4
What is 411 divided by 137?,3
What is 835 divided by 167?,5
What is 888 divided by 444?,2
What is 948 divided by 316?,3
What is 970 divided by 485?,2
What is 892 divided by 446?,2
What is 834 divided by 278?,3
What is 938 divided by 469?,2
What is 627 divided by 209?,3
What is 782 divided by 391?,2
What is 984 divided by 492?,2
What is 696 divided by 348?,2
What is 896 divided by 448?,2
What is 620 divided by 310?,2
What is 856 divided by 214?,4
What is 730 divided by 365?,2
What is 352 divided by 176?,2
What is 916 divided by 229?,4
What is 895 divided by 179?,5
What is 441 divided by 147?,3
What is 654 divided by 327?,2
What is 528 divided by 264?,2
What is 392 divided by 196?,2
What is 342 divided by 171?,2
What is 574 divided by 287?,2
What is 798 divided by 399?,2
What is 572 divided by 286?,2
What is 948 divided by 474?,2
What is 726 divided by 242?,3
What is 605 divided by 121?,5
What is 748 divided by 374?,2
What is 638 divided by 319?,2
What is 726 divided by 363?,2
What is 520 divided by 260?,2
What is 486 divided by 243?,2
What is 806 divided by 403?,2
What is 424 divided by 212?,2
What is 666 divided by 333?,2
What is 970 divided by 194?,5
What is 396 divided by 198?,2
What is 716 divided by 358?,2
What is 906 divided by 453?,2
What is 848 divided by 424?,2
What is 648 divided by 324?,2
What is 670 divided by 335?,2
What is 906 divided by 453?,2
What is 656 divided by 164?,4
What is 834 divided by 139?,6
What is 920 divided by 184?,5
What is 804 divided by 402?,2
What is 772 divided by 386?,2
What is 568 divided by 142?,4
What is 988 divided by 247?,4
What is 950 divided by 475?,2
What is 513 divided by 171?,3
What is 348 divided by 116?,3
What is 552 divided by 184?,3
What is 768 divided by 256?,3
What is 598 divided by 299?,2
What is 520 divided by 130?,4
What is 856 divided by 428?,2
What is 894 divided by 447?,2
What is 564 divided by 188?,3
What is 268 divided by 134?,2
What is 766 divided by 383?,2
What is 852 divided by 426?,2
What is 508 divided by 254?,2
What is 788 divided by 394?,2
What is 900 divided by 450?,2
What is 906 divided by 453?,2
What is 662 divided by 331?,2
What is 936 divided by 312?,3
What is 588 divided by 196?,3
What is 688 divided by 344?,2
What is 420 divided by 210?,2
What is 624 divided by 156?,4
What is 816 divided by 408?,2
What is 784 divided by 392?,2
What is 790 divided by 395?,2
What is 744 divided by 248?,3
What is 888 divided by 444?,2
What is 440 divided by 220?,2
What is 834 divided by 417?,2
What is 856 divided by 214?,4
What is 580 divided by 290?,2
What is 614 divided by 307?,2
What is 946 divided by 473?,2
What is 972 divided by 243?,4
What is 984 divided by 328?,3
What is 915 divided by 305?,3
What is 858 divided by 429?,2
What is 777 divided by 259?,3
What is 378 divided by 126?,3
What is 728 divided by 364?,2
What is 324 divided by 162?,2
What is 700 divided by 350?,2
What is 610 divided by 305?,2
What is 638 divided by 319?,2
What is 946 divided by 473?,2
What is 464 divided by 232?,2
What is 890 divided by 445?,2
What is 606 divided by 303?,2
What is 426 divided by 213?,2
What is 688 divided by 344?,2
What is 596 divided by 149?,4
What is 798 divided by 114?,7
What is 842 divided by 421?,2
What is 896 divided by 224?,4
What is 796 divided by 398?,2
What is 846 divided by 423?,2
What is 816 divided by 204?,4
What is 726 divided by 363?,2
What is 848 divided by 424?,2
What is 876 divided by 438?,2
What is 891 divided by 297?,3
What is 248 divided by 124?,2
What is 696 divided by 232?,3
What is 736 divided by 368?,2
What is 978 divided by 326?,3
What is 686 divided by 343?,2
What is 830 divided by 415?,2
What is 790 divided by 395?,2
What is 956 divided by 478?,2
What is 759 divided by 253?,3
What is 928 divided by 464?,2
What is 510 divided by 255?,2
What is 636 divided by 212?,3
What is 714 divided by 238?,3
What is 802 divided by 401?,2
What is 810 divided by 405?,2
What is 972 divided by 486?,2
What is 956 divided by 239?,4
What is 875 divided by 175?,5
What is 936 divided by 468?,2
What is 850 divided by 425?,2
What is 866 divided by 433?,2
What is 900 divided by 150?,6
What is 856 divided by 428?,2
What is 976 divided by 488?,2
What is 822 divided by 411?,2
What is 504 divided by 252?,2
What is 342 divided by 171?,2
What is 798 divided by 399?,2
What is 654 divided by 327?,2
What is 984 divided by 328?,3
What is 768 divided by 256?,3
What is 870 divided by 290?,3
What is 520 divided by 260?,2
What is 725 divided by 145?,5
What is 816 divided by 136?,6
What is 762 divided by 254?,3
What is 808 divided by 404?,2
What is 820 divided by 410?,2
What is 897 divided by 299?,3
What is 876 divided by 219?,4
What is 789 divided by 263?,3
What is 712 divided by 356?,2
What is 844 divided by 422?,2
What is 447 divided by 149?,3
What is 912 divided by 456?,2
What is 476 divided by 119?,4
What is 844 divided by 422?,2
What is 880 divided by 110?,8
What is 378 divided by 189?,2
What is 960 divided by 480?,2
What is 876 divided by 438?,2
What is 786 divided by 131?,6
What is 512 divided by 256?,2
What is 400 divided by 200?,2
What is 838 divided by 419?,2
What is 726 divided by 363?,2
What is 480 divided by 240?,2
What is 840 divided by 280?,3
What is 894 divided by 447?,2
What is 658 divided by 329?,2
What is 964 divided by 482?,2
What is 342 divided by 171?,2
What is 768 divided by 256?,3
What is 980 divided by 490?,2
What is 792 divided by 132?,6
What is 812 divided by 406?,2
What is 718 divided by 359?,2
What is 955 divided by 191?,5
What is 876 divided by 438?,2
What is 748 divided by 374?,2
What is 528 divided by 176?,3
What is 766 divided by 383?,2
What is 786 divided by 393?,2
